Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
58,I bet it was!  I hope you have a great time!,"My first thought was ""California"" but then there's Venice [Italy] and then either way, that's an amazing destination!",1,0,0,0,0,0,2,8,0.1972266286611557,0.011205386370420456,0.44998523592948914,0.28328096866607666,0.3018389344215393,0.19574330747127533
59,I love Italy! I've never been there.,"Oh, wow.  Not only to be able to do all the running but to view the scenery!",0,0,1,0,0,0,8,1,-0.136511743,-0.166785792,0.4270052909851074,0.4823891222476959,0.2531009316444397,0.5534917712211609
60,What did you find out?,I'm sorry to hear that! How did you find out? ,0,1,0,0,1,1,6,4,0.002114862,0.2266402393579483,0.5413679480552673,0.4034728705883026,0.5937155485153198,0.3589313328266144
61,I'm sorry to hear that. I hope you find someone who is better for you.,"That's a real bummer, but as they say, there are plenty of fish in the sea!",1,1,0,0,0,0,4,8,1.0909031629562378,0.065257534,0.5791274309158325,0.5475783944129944,0.355909139,0.3419336676597595
62,I agree. I would be too.,I feel the same way.,1,0,1,1,0,0,0,0,0.027577963,-0.134430379,0.4480009078979492,0.5329806804656982,0.3402251899242401,0.340762734
63,I think you should just let it go.,I practice boxing. I love to punch the sandbags.It is very therapeutic.,0,0,0,1,0,0,5,1,0.180413157,-0.263741165,0.5221487283706665,0.49926185607910156,0.5025646686553955,0.6461267471313477
64,That is so sad. I hope she is okay.,Oh no that is terrible!  How did your daughter take it?,1,0,0,0,0,1,3,6,-0.219091386,0.22338758409023285,0.5573371052742004,0.4725276827812195,0.32808196544647217,0.44064903259277344
65,I'm so sorry to hear that.  I hope she is okay.,Oh poor thing.  I hope she is doing better now.  Losing a pet is extremely hard!,1,1,0,0,0,0,4,3,-0.118864775,-0.335205227,0.6735658049583435,0.62887758,0.2507643699645996,0.2783302068710327
66,What did he say?,Cool.  Somethings never change.  What did you reflect upon?,0,0,0,0,1,1,6,6,0.067186475,0.876009464,0.5473892092704773,0.5978382229804993,0.6006660461425781,0.5178878307342529
67,That's great.  I hope he enjoys it.,"Yeah, I miss my dad.  He died several years ago.  What kind of car is he looking for?",1,0,0,1,0,1,2,6,-0.004383914,-0.016473711,0.7094640135765076,0.7136677503585815,0.5512683391571045,0.47492364048957825
68,That's awesome! I love organizing things.,I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? ,1,0,0,1,0,1,1,6,-0.194501966,1.0849641561508179,0.4324963688850403,0.3105088770389557,0.29683154821395874,0.18822035193443298
69,I love labs and bins!  I hope you have a great time!,My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started.,1,0,0,1,0,0,2,5,-0.149666443,-0.190307021,0.5072620511054993,0.45357710123062134,0.3425077497959137,0.4280076324939728
70,That's really annoying. I hope you can get a solution.,"Well, sometimes people are busy and don't have the time to check emails",1,0,0,0,0,0,3,5,-0.07401967,0.15356898307800293,0.6028397083282471,0.6152769923210144,0.50681603,0.5300459861755371
71,I think we need to start by making a list of emails and putting them in a sticky note,"Text and emails are still the best option., until a nw way is created.",0,0,0,0,0,0,5,8,0.021505840122699738,0.26003384590148926,0.4300265312194824,0.47012847661972046,0.40406256914138794,0.5929753184318542
72,What did you do?,Isn't that what sisters are for?  What were you guys upset about?,0,0,0,0,1,1,6,6,-0.043326646,0.2616647481918335,0.5326240062713623,0.5184163451194763,0.5758318305015564,0.4914263188838959
73,Oh no!  I hope you guys can work it out.  I hope you guys can work it out.,"Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",1,0,0,0,0,0,3,5,0.7778167724609375,0.12994521856307983,0.5025312900543213,0.5863021016120911,0.303202748,0.5298088788986206
74,That's so sad. I hope you guys can find a new home.,Congratulations! Where did you travel from and where did you end up?,1,0,0,0,0,1,3,7,0.17006626725196838,0.040905024856328964,0.5341259837150574,0.440883607,0.2916409969329834,0.3567945957183838
75,That's awesome! I hope you had a great time!,"That must have been quite the culture shock, glad it all worked out though!",1,0,0,0,0,0,1,1,0.1825840175151825,0.018447421491146088,0.5017510652542114,0.4675050973892212,0.2016168087720871,0.3795931339263916
76,I know what you mean. I have lost a few friends and family members to that.,"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.",1,0,1,1,0,0,0,0,-0.153921336,0.025550887,0.5557505488395691,0.4052116572856903,0.47212889790534973,0.16421671211719513
77,"Yeah, I think that's true. I hope you get in.","Yea for sure, I definitely learned that sometimes life just works in a funny way. When's the last time you have been really disappointed? ",1,0,0,0,0,1,2,0,-0.090408057,0.41692396998405457,0.5206136107444763,0.4789562523365021,0.3646188974380493,0.2291536033153534
78,That's terrible. I hope you can find peace.,I totally understand why he was mad. Why did you tell her?,1,0,0,0,0,1,3,6,-0.155218214,0.12433738261461258,0.592428446,0.4585154354572296,0.4219629466533661,0.4216195046901703
79,I understand.  I would have been too.  I would have been so mad.  I would have been so mad.  I would have been so mad.,I guess he wanted to be available if she needed him.,1,0,1,0,0,0,0,8,0.8489596843719482,0.14487947523593903,0.5050334930419922,0.5842198729515076,0.3160427510738373,0.5141067504882812
80,Did you call the police?,What is a back neighbor? And that is crazy!,0,0,0,0,1,1,6,6,0.015658657997846603,0.070687063,0.5734029412269592,0.5716601014137268,0.6650193929672241,0.47848185896873474
81,I would have been so mad!,Oh my! I'm glad she apologized!,0,1,1,0,0,0,1,4,0.088766657,-0.159260809,0.4409882426261902,0.4744136929512024,0.2644670307636261,0.2647969424724579
82,It is so true. I am glad you are doing something to keep healthy.,I understand. I am think the same thing. What is your health issue?,1,1,0,1,0,1,1,0,0.051340859,0.018127542,0.48865991830825806,0.46694326400756836,0.35548076033592224,0.41679883003234863
83,"Yeah, I know that feeling. I hope you can find a way to help each other out.","Yes, we should try to yourself heathy",1,0,0,0,0,0,0,5,0.34463587403297424,0.18731078505516052,0.5952373743057251,0.3378143012523651,0.29057103395462036,0.4779002368450165
84,It is. I miss my old days.,"Oh, it sure is, I feel the same way. They grow up so fast! ",0,1,1,1,0,0,0,0,-0.153249532,0.3683537244796753,0.5432438254356384,0.38642096519470215,0.45718351006507874,0.1869591623544693
85,"Yes, they are. I have two daughters and they are about to turn 2. I'm so happy for you!",One of them is! I have an 18 year old and a 12 year old.,1,0,1,1,0,0,1,8,1.0019713640213013,0.439248264,0.43403148651123047,0.4110354781150818,0.189792663,0.1752953827381134
86,Congratulations! That's awesome!,I bet you were beautiful on that day. :) I hope that confidence has carried on since then!,1,1,0,0,0,0,7,2,0.070374243,0.787502646,0.4773312509059906,0.498906672,0.2693260908126831,0.13831037282943726
87,It is!  I hope you have a great day!,"It would be hard to replicate that day for sure, but I bet you have a lot to be confident about. You got this!",1,1,0,0,0,0,2,2,-0.039518535,0.4772004187107086,0.40124523639678955,0.4716808795928955,0.29849129915237427,0.27560463547706604
88,That's a tough one. I hope you guys can find a way to make it work.,I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. ,1,1,0,0,0,0,3,1,0.31978923082351685,0.4743633568286896,0.5331141948699951,0.5081842541694641,0.3617563545703888,0.39438268542289734
89,It is a good thing to have a good relationship with your boss.,Your so lucky. Insurance is my number one worry every month. ,0,1,0,1,0,0,1,8,0.1559533178806305,0.089397416,0.5997674465179443,0.4419044256210327,0.6386252641677856,0.4125823974609375
90,Did you have fun?,Oh ya? What happened?? I'm intrigued,0,0,0,0,1,1,6,6,0.168269545,0.19772259891033173,0.5044838786125183,0.3919447064399719,0.4970036447048187,0.36344659328460693
91,"Wow, that's pretty cool. I hope you guys have a good time together!         I hope you guys have a great time together!  I hope you guys",Woah plot twist. She brought him along to meet you? ,1,0,0,0,0,0,2,6,0.49507585167884827,0.523396373,0.3414056599140167,0.25444382429122925,0.13673587143421173,0.4230639636516571
92,Wow that sounds like fun! I love going to the beach.,OH I love the beach!!  Which beach are you going to go to?,1,0,0,0,0,1,1,6,-0.074907601,0.9794644117355347,0.38808727264404297,0.2056030035018921,0.2136068493127823,0.2298567295074463
93,I love the beach!  I love the ocean too!  I hope you have a great time!  I hope you have a great time!  I hope you have a great time!  I hope,"PCB is where we always go! If you want to drive a little bit, go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!",1,0,0,0,0,0,2,8,0.3721739649772644,0.6590312719345093,0.20360249280929565,0.086388484,0.26333653926849365,0.091247603
94,What did you have?,Why didn't you go?,0,0,0,0,1,1,6,6,-0.006260715,0.015385493636131287,0.5220186710357666,0.5141109824180603,0.5366390943527222,0.5801149606704712
95,That's a long time. I hope you had a good time.,Is she always a flake? Maybe time for a new friend?,1,0,0,0,0,1,2,5,0.12509910762310028,0.25271397829055786,0.5778499245643616,0.5638765692710876,0.4362422227859497,0.40744706988334656
96,I would have been terrified!,Did he do anything to you and your mom?,0,0,1,0,0,1,1,6,0.085337296,-0.032206267,0.4399723410606384,0.5675745010375977,0.3173558712005615,0.4898051917552948
97,I would have been so scared!,I am glad that nothing happened.,0,0,1,0,0,0,1,8,0.029970881,-0.153912917,0.42881467938423157,0.5806515216827393,0.25576120615005493,0.5673034191131592
98,Oh no! What happened?,"No, you didn't tell me! What happened?",0,0,0,0,1,1,6,6,-0.069011167,0.23813268542289734,0.5515249371528625,0.5305525660514832,0.5200372934341431,0.5421923398971558
99,Oh no! I hope you can find out what happened!,"Oh no! Is she okay?! Don't beat yourself up too much, you couldn't have ever imagined that she had been in an accident.",1,0,0,0,0,0,3,6,0.000361487,0.089676745,0.5053969621658325,0.5258830785751343,0.3453771770000458,0.532407284
100,What did she do?,What happened?,0,0,0,0,1,1,6,6,-0.005550981,-0.037414283,0.5515092015266418,0.5492891073226929,0.5838170647621155,0.5849945545196533
101,"Well, at least you didn't get sick!",I love Fireball.,0,0,0,0,0,0,8,1,0.024593476206064224,-0.106255859,0.5285258889198303,0.48361846804618835,0.4604249894618988,0.4721015393733978
102,I'm sorry to hear that. What concert was it?  Did you have fun?  Did you have fun at least?  Did you have fun at least?  Did you have fun,"No, what happened?",1,0,0,0,1,1,6,6,0.091542915,-0.030580617,0.49782565236091614,0.5720682144165039,0.4410736560821533,0.623450756
103,I hate rain too!,Thats horrible. Will they reschedule?,0,1,1,0,0,1,0,6,-0.08028698,0.082599998,0.42712265253067017,0.6063688397407532,0.3136330544948578,0.5621216297149658
104,Oh no!  What happened?,"Who, tell me!",0,0,0,0,1,0,6,6,0.2879866361618042,0.19529423117637634,0.5749702453613281,0.5142296552658081,0.5661877393722534,0.44629600644111633
105,Oh no! I hope you are okay!,"Wow, what happened?",1,0,0,0,0,1,3,6,-0.049557477,-0.111602306,0.5007998943328857,0.5634841918945312,0.17692622542381287,0.4999236464500427
106,What did you get?,That is very nice gift. Did you bought anything for him for Father's day?,0,1,0,0,1,1,6,6,0.049790482968091965,0.096133709,0.5442004799842834,0.5320154428482056,0.5846294164657593,0.4768160283565521
107,That is very nice of you. I hope he enjoys his new home.,That is great.,1,1,0,0,0,0,2,1,0.045808207243680954,-0.062428907,0.5807008147239685,0.5223941206932068,0.4847395420074463,0.505058765
108,Congratulations! That's a great accomplishment!,Oh what job was the interview for?,1,0,0,0,0,1,7,6,0.00686945,-0.049711406,0.48387598991394043,0.5418683290481567,0.3417983055114746,0.459232897
109,"Wow, that's awesome! I hope you get the job!",I think you got it man! Congratz!,1,1,0,0,0,0,2,7,-0.024347067,0.2152148187160492,0.5437578558921814,0.42329639196395874,0.25923287868499756,0.327728271
110,That's terrible. Did you get in trouble?,oh my  are you really serious?,1,0,0,0,1,0,6,6,-0.066808194,0.094661906,0.5843563675880432,0.32031261920928955,0.5779761075973511,0.30107903480529785
111,i would be too,I am very glad it has a happy ending. Sounds a bit scary,0,1,1,0,0,0,1,1,-0.063963175,-0.173387662,0.36033710837364197,0.5772613883018494,0.3488163352012634,0.4305267035961151
112,Oh wow! That's awesome! Did you guys have a good time?,"Oh no, what did you do?",1,0,0,0,1,1,6,6,0.40776336193084717,-0.0708507,0.44739314913749695,0.5316254496574402,0.24902388453483582,0.5858451128005981
113,"Oh no, what did you do?",Did you ever tell your friend?  ,0,0,0,0,1,1,6,6,-0.0708507,0.7007499933242798,0.5316254496574402,0.10053299367427826,0.5858451128005981,0.5661729574203491
114,That's terrible. I hope you had a good time!,"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer",1,1,0,1,0,0,1,0,0.15953150391578674,0.020623385906219482,0.530954123,0.5458179712295532,0.28912439942359924,0.17040888965129852
115,"Yeah, I know how you feel. I have a friend who has a dog and he has to work all day. I hope you can get some help!",I wish refrigerators would have a warranty that replaced food when they went bad. ,1,0,1,0,0,0,0,8,0.24967333674430847,-0.026029482,0.49755939841270447,0.7145257592201233,0.22193175554275513,0.548243523
116,I'm sorry to hear that.  What did you do?,"Wao, you must fell weird about it! what you thinki to do about it?",1,1,0,0,1,1,4,6,-0.041064337,0.49237045645713806,0.6436610817909241,0.38592225313186646,0.4209730923175812,0.19702307879924774
117,I'm sorry to hear that. I hope she finds out soon.,"SUper tough situation, i think you should let her know, and let her decides next",1,1,0,0,0,0,4,5,-0.078063339,0.3862418830394745,0.6021202206611633,0.3041074872016907,0.3635194003582001,0.3196459412574768
118,I would have been so embarrassed!,"Oh, I'm sure you were embarrassed! But, maybe you can laugh about it now?",0,1,1,0,0,0,1,5,0.011447016149759293,0.4765303432941437,0.4536617696285248,0.5003914833068848,0.2802656888961792,0.3324647545814514
119,That's terrible. I hope you can laugh about it now.,"Well, I'm sure mom had a laugh lol! I can imagine how you felt at the time though!",1,1,0,0,0,0,3,8,0.077828571,0.2959698438644409,0.5864638686180115,0.39717987179756165,0.4406738579273224,0.24966426193714142
120,That sounds like a great time!,"Ah, that sounds fantastic! Which ocean will you be enjoying?",1,1,0,0,0,1,1,6,0.080888018,-0.006216593,0.48165416717529297,0.5498141050338745,0.27403533458709717,0.33526939153671265
121,"Oh wow, that sounds like a lot of fun! I hope you have a great time!",Sounds awesome! Do you have a beachside beverage or traditions that you enjoy? (Mine would be tequila + lime...very Jimmy Buffett ;-)),1,0,0,0,0,1,2,6,0.24009406566619873,0.8104333877563477,0.5025185346603394,0.35219666361808777,0.18644726276397705,0.1887335479259491
122,"Wow, that's awesome! Congratulations!","Well, that's impressive! I can see why you are proud. Sounds like a hard working young lady!",1,1,0,0,0,0,7,1,0.079347759,0.2949327230453491,0.5127606391906738,0.4640809893608093,0.26628798246383667,0.3219888508319855
123,I'm sure she will be happy to have that.,"Yes, I was the same way too! I started working two days after I turned 16 so I could have my own money too!",0,0,0,1,0,0,8,8,-0.143720284,0.10670831799507141,0.5844963192939758,0.39291679859161377,0.4735915958881378,0.18378238379955292
