Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
30,I'm glad things are looking up for you. I hope things work out for you.,"I understand that, I hope things work out well for you both in the end!",1,1,0,0,0,0,2,0,0.8861486911773682,0.6246755123138428,0.6078959703445435,0.5427873134613037,0.2787465751171112,0.2246592491865158
31,I bet it was. I can't imagine how it must have felt when you were a kid.,That is a very blessed day. It is something you will never forget.,1,1,0,0,0,0,1,7,-0.152353585,-0.061759204,0.5918475985527039,0.5309324860572815,0.5330041646957397,0.4282822608947754
32,That is so true. I am happy for you.,"Yes, I couldn't agree more. It is remarkable how your feeling suddenly change.",1,1,0,0,0,0,0,0,-0.102896631,-0.163899511,0.4960729479789734,0.5579285025596619,0.2713416814804077,0.4282130300998688
33,"Yes, it is so great when you get something you really want!",I bet that must have been nerve wracking until it happened.,0,0,0,0,0,0,1,1,0.14154145121574402,-0.172949329,0.524012029,0.5625569224357605,0.36599117517471313,0.5388635396957397
34,I can imagine. I am happy for you!,Oh I'm sure. I would not like to be in a situation like that. Good thing everything worked out for you.,1,1,0,0,0,0,1,8,0.020822998136281967,0.30454349517822266,0.48721277713775635,0.562540591,0.25181570649147034,0.34380099177360535
35,I'm glad that you're there to help.,Oh really? What happened with your family and friend then?,1,0,0,0,0,1,1,6,-0.132254004,-0.007515401,0.563268781,0.5647129416465759,0.3744261562824249,0.5489872694015503
36,That is so nice of you.  I am glad you have a great family.,"Oh wow, that's awful. Stuff like that really teaches you to appreciate what you've got and to not take it for granted.",1,1,0,0,0,0,1,1,0.018826753,0.035637334,0.6130861639976501,0.5689957737922668,0.3732360303401947,0.3674297332763672
37,It's always good to have intuition to be honest.,"I agree, someimes we just know",0,1,0,0,0,0,8,0,0.056976583,0.11410433053970337,0.5355109572410583,0.446895957,0.41805580258369446,0.5556061267852783
38,That is true,"exactly, i get that entirely!",0,0,0,1,0,0,0,0,0.1787494719028473,0.053013063967227936,0.505966067,0.33465588092803955,0.5377694368362427,0.25411200523376465
39,That's great!  What kind of party did you go to?,That's great! How did they surprise you?,1,1,0,0,1,1,6,6,-0.008919254,0.13308897614479065,0.41984647512435913,0.49445855617523193,0.3939131498336792,0.36706334352493286
40,Wow that sounds so nice! I'm glad you enjoyed it!,"That is so sweet of them, I hope you enjoyed it!",1,1,0,0,0,0,1,2,-0.093654141,0.000615925,0.48721569776535034,0.5084054470062256,0.19293366372585297,0.23234036564826965
41,Why don't you just move out?,"Awww, That sucks man. Hopefully they don't say mean things to you about being lonely.",0,1,0,0,1,0,6,1,0.085753582,0.35670092701911926,0.5369153022766113,0.4680149555206299,0.5819960832595825,0.3669756352901459
42,I hope it turns out well for you.,Well i used to be lonely a lot but i eventually found someone. I think you will too.,1,0,0,1,0,0,3,8,0.23908786475658417,-0.039106354,0.6051600575447083,0.4154205918312073,0.45104512572288513,0.39160025119781494
43,I know exactly what you mean. I was born with a nervous energy.,"Yeah that is always odd to me, before they can talk they are already unique!",0,0,1,1,0,0,0,1,-0.045344487,0.1893041580915451,0.43293023109436035,0.4710049033164978,0.33666956424713135,0.5694993734359741
44,"Wow, that is crazy! I hope that they have learned their lesson.","That is how it goes, sometimes you can just figure them out immediately",1,0,0,0,0,0,3,8,-0.163688079,0.1976805329322815,0.5626325011253357,0.5396274924278259,0.38854488730430603,0.5994311571121216
45,Oh yeah? What did you have?,"I understand that one,they are my favorite place to eat",0,0,0,1,1,0,6,0,-0.010240287,-0.012691036,0.5395298004150391,0.5073058605194092,0.5372979640960693,0.5408533811569214
46,Oh wow. That sucks,That has happened to me too many times to count,0,0,0,1,0,0,1,8,-0.066626757,-0.069671392,0.4868759512901306,0.5366334319114685,0.39563965797424316,0.4196528196334839
47,That's so nice to hear!  I've never been to an orphanage.  What happened?,That must have been and intense and emotional moment for you.,1,1,0,0,1,0,1,1,-0.05367814,-0.053058863,0.5108946561813354,0.5389140248298645,0.35100439190864563,0.4286760091781616
48,That is great.,"Uau, what a surreal moment.I always believe kids have a lot to teach us.",1,1,0,0,0,0,1,6,-0.062428907,0.18209409713745117,0.5223941206932068,0.5383648872375488,0.505058765,0.4266524910926819
49,That's a real bummer. You should take her out to dinner and tell her how you did it.,Where you not secure in your self?,1,0,0,0,0,1,8,6,0.8334425687789917,0.10426775366067886,0.5095832347869873,0.4853150248527527,0.4611251950263977,0.4556182622909546
50,"I'm sure you were, but it's just as good that you were able to cope with the situation.","You can track her down to say sorry, or would that be creepy?",1,0,0,0,0,1,8,6,-0.119785652,0.20490124821662903,0.550835133,0.5275691747665405,0.520463228,0.490154892
51,"That is really sad, I am sorry for your loss.","Wow, so your going to take being a bad person to the grave. Maybe you'll see her in the next life?",1,0,0,0,0,1,4,5,-0.197525293,-0.022700466,0.5400116443634033,0.5478564500808716,0.4538021981716156,0.5129714012145996
52,That's really awesome.  I bet you're so proud of yourself.,Lucky you! That is rare. Maybe one day people will think of you like that?,1,1,0,0,0,0,2,5,-0.087898403,0.13175292313098907,0.5596798658370972,0.5245317220687866,0.31877973675727844,0.33855119347572327
53,"I'm a woman, but I'm a good worker.",I have something totally different. My boss is clueless to the world and have no business being a leader. ,0,0,0,1,0,0,8,0,-0.014695339,0.35624903440475464,0.538885772,0.5572735071182251,0.57846123,0.48243606090545654
54,I am a strong advocate for people to be independent.,Well I've been in the business all my life and have worked for some great people. So I pull from what I learned from them.,0,0,1,1,0,0,0,8,-0.06528154,0.4365592300891876,0.5083752870559692,0.511493444,0.4968494474887848,0.48234257102012634
55,"Wow, that's awesome. How old is she?",It's crazy how quickly kiddos grow! Even in a few weeks time! Do you see your friend and her baby often?,1,0,0,0,1,1,6,6,-0.059618875,1.2469431161880493,0.5349376201629639,0.3193320631980896,0.44726720452308655,0.1481541395187378
56,I'm so sorry to hear that. I hope that you guys can have a good time together!,That is how life goes! Different schedules and demands -- I'm sure she's so thrilled when she *does* get to see you!,1,1,0,0,0,0,3,8,0.5415604114532471,0.5594967603683472,0.5114650726318359,0.31994691491127014,0.1664263904094696,0.1294407695531845
57,I'm happy for you!,"Wow, that is an amazing accomplishment!  Congratulations!  You gotta be feeling like you're on top of the world after that!",1,1,0,0,0,0,1,7,0.059334405,0.010791901499032974,0.4962173402309418,0.4645938277244568,0.2256312370300293,0.35816824436187744
58,I would have been the same way!  I would have been the same way!  That's awesome!  I bet you're excited to go again!,"My first thought was ""California"" but then there's Venice [Italy] and then either way, that's an amazing destination!",1,0,1,0,0,0,1,8,0.6016498804092407,0.011205386370420456,0.2094588428735733,0.28328096866607666,0.18164673447608948,0.19574330747127533
59,I bet you were really proud of yourself.,"Oh, wow.  Not only to be able to do all the running but to view the scenery!",1,0,0,0,0,0,1,1,0.19830463826656342,-0.166785792,0.5069473385810852,0.4823891222476959,0.4877214729785919,0.5534917712211609
60,That's very interesting. Did you find out who did it?,I'm sorry to hear that! How did you find out? ,0,1,0,0,1,1,6,4,0.080086142,0.2266402393579483,0.5728546977043152,0.4034728705883026,0.5223468542098999,0.3589313328266144
61,I'm sorry to hear that! I hope you find someone that is better than you.,"That's a real bummer, but as they say, there are plenty of fish in the sea!",1,1,0,0,0,0,4,8,1.0783066749572754,0.065257534,0.4936944246292114,0.5475783944129944,0.3143348693847656,0.3419336676597595
62,"I agree, the bullying should be taken more seriously.",I feel the same way.,1,0,0,1,0,0,0,0,-0.152353972,-0.134430379,0.5699872374534607,0.5329806804656982,0.49937209486961365,0.340762734
63,I know how you feel. I have a dog and it has been a pain to see it turn into a little slap in the face.,I practice boxing. I love to punch the sandbags.It is very therapeutic.,1,0,1,1,0,0,0,1,-0.22156626,-0.263741165,0.49656412,0.49926185607910156,0.38045379519462585,0.6461267471313477
64,Oh no! I hope your daughter is ok.,Oh no that is terrible!  How did your daughter take it?,1,0,0,0,0,1,2,6,-0.080340326,0.22338758409023285,0.5069379806518555,0.4725276827812195,0.4179440438747406,0.44064903259277344
65,"Wow,  I hope she wasn't too sad!  I'm sure she was just tired and not wanting to go back.",Oh poor thing.  I hope she is doing better now.  Losing a pet is extremely hard!,1,1,0,0,0,0,1,3,0.15938697755336761,-0.335205227,0.6382871270179749,0.62887758,0.3234645426273346,0.2783302068710327
66,That is so cool. What did he say?,Cool.  Somethings never change.  What did you reflect upon?,1,0,0,0,1,1,6,6,-0.07592544,0.876009464,0.4951612651348114,0.5978382229804993,0.3738098740577698,0.5178878307342529
67,Oh wow!  That's awesome.  I bet you're really proud of him.  I bet he is so proud of you!,"Yeah, I miss my dad.  He died several years ago.  What kind of car is he looking for?",1,0,0,1,0,1,2,6,0.020373232662677765,-0.016473711,0.43226200342178345,0.7136677503585815,0.21114034950733185,0.47492364048957825
68,I do too! I hope you have a good time.,I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? ,1,0,1,1,0,1,2,6,0.2740143835544586,1.0849641561508179,0.48596155643463135,0.3105088770389557,0.20523139834403992,0.18822035193443298
69,I agree.  I hope it works out for you!,My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started.,1,0,0,1,0,0,0,5,0.4558647572994232,-0.190307021,0.48707956075668335,0.45357710123062134,0.24480193853378296,0.4280076324939728
70,"I can understand that, especially when you're on a phone","Well, sometimes people are busy and don't have the time to check emails",1,0,0,0,0,0,1,5,0.2728760838508606,0.15356898307800293,0.46938374638557434,0.6152769923210144,0.4497472643852234,0.5300459861755371
71,I think it would be best to set up a phone number to call them and ask them to take care of it,"Text and emails are still the best option., until a nw way is created.",0,0,0,0,0,0,5,8,0.057115026,0.26003384590148926,0.5490618348121643,0.47012847661972046,0.39434075355529785,0.5929753184318542
72,I'm sorry to hear that.  Did you confront her?,Isn't that what sisters are for?  What were you guys upset about?,1,0,0,0,1,1,4,6,0.12195342779159546,0.2616647481918335,0.6672459840774536,0.5184163451194763,0.32914432883262634,0.4914263188838959
73,That's pretty annoying.  I hope you guys resolved it quickly.,"Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",1,0,0,0,0,0,3,5,0.4405864477157593,0.12994521856307983,0.6507566571235657,0.5863021016120911,0.46105167269706726,0.5298088788986206
74,Oh my gosh! I am so sorry!,Congratulations! Where did you travel from and where did you end up?,1,0,0,0,0,1,4,7,-0.129694521,0.040905024856328964,0.432123601,0.440883607,0.2635248899459839,0.3567945957183838
75,That's awesome. You must be so proud of yourself.,"That must have been quite the culture shock, glad it all worked out though!",1,0,0,0,0,0,1,1,-0.011348039,0.018447421491146088,0.4790462553501129,0.4675050973892212,0.3134329319000244,0.3795931339263916
76,I know what you mean. I am glad that you are not afraid of them.,"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.",1,0,0,1,0,0,0,0,0.071456343,0.025550887,0.5359172821044922,0.4052116572856903,0.519149899,0.16421671211719513
77,I'm glad you got the results you needed. I wish you the best of luck and hopefully you can find success.,"Yea for sure, I definitely learned that sometimes life just works in a funny way. When's the last time you have been really disappointed? ",1,0,0,0,0,1,7,0,0.29974567890167236,0.41692396998405457,0.5743604302406311,0.4789562523365021,0.418778658,0.2291536033153534
78,"I'm sorry, I hope you can work through it.",I totally understand why he was mad. Why did you tell her?,1,0,0,0,0,1,3,6,0.19717445969581604,0.12433738261461258,0.5835192203521729,0.4585154354572296,0.3932781517505646,0.4216195046901703
79,It's a hard situation. I'm glad you're understanding and that you're okay.,I guess he wanted to be available if she needed him.,1,0,0,0,0,0,1,8,0.18611127138137817,0.14487947523593903,0.5582724213600159,0.5842198729515076,0.2862151563167572,0.5141067504882812
80,"Oh no, did he get hurt?",What is a back neighbor? And that is crazy!,0,0,0,0,1,1,6,6,-0.139977634,0.070687063,0.5371977090835571,0.5716601014137268,0.5421392917633057,0.47848185896873474
81,That is crazy. I would have been very upset!,Oh my! I'm glad she apologized!,0,1,1,0,0,0,1,4,-0.136639386,-0.159260809,0.4643135666847229,0.4744136929512024,0.3582298755645752,0.2647969424724579
82,I know exactly what you mean. It is always a good thing to have a healthy dose of health and the healthfulness of others.,I understand. I am think the same thing. What is your health issue?,1,1,0,1,0,1,0,0,0.2224770486354828,0.018127542,0.5585868954658508,0.46694326400756836,0.41079774498939514,0.41679883003234863
83,That's true. It's important to stay positive and stay positive.,"Yes, we should try to yourself heathy",1,0,0,0,0,0,0,5,0.18573857843875885,0.18731078505516052,0.5424852967262268,0.3378143012523651,0.41064998507499695,0.4779002368450165
84,I can imagine. I'm still trying to figure out how to get out of my parents' phase.,"Oh, it sure is, I feel the same way. They grow up so fast! ",0,1,1,1,0,0,8,0,-0.087111548,0.3683537244796753,0.5910124182701111,0.38642096519470215,0.36416059732437134,0.1869591623544693
85,Yes they are.,One of them is! I have an 18 year old and a 12 year old.,0,0,0,1,0,0,0,8,0.027951397001743317,0.439248264,0.5041176080703735,0.4110354781150818,0.5781267881393433,0.1752953827381134
86,Wow! Congrats! I'm sure you're a great person!,I bet you were beautiful on that day. :) I hope that confidence has carried on since then!,1,1,0,0,0,0,7,2,0.08981777,0.787502646,0.4785067141056061,0.498906672,0.1615021973848343,0.13831037282943726
87,I agree.  I know what you mean.  I'm so happy for you!,"It would be hard to replicate that day for sure, but I bet you have a lot to be confident about. You got this!",1,1,0,0,0,0,0,2,0.2577051520347595,0.4772004187107086,0.46129345893859863,0.4716808795928955,0.2058919072151184,0.27560463547706604
88,I am sorry to hear that. Do you work in a field you love?,I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. ,1,1,0,0,1,0,4,1,-0.073409081,0.4743633568286896,0.5543583035469055,0.5081842541694641,0.4005436599254608,0.39438268542289734
89,I can understand that. I wish you the best of luck!,Your so lucky. Insurance is my number one worry every month. ,1,1,0,1,0,0,7,8,0.017310217022895813,0.089397416,0.513622522,0.4419044256210327,0.2487730234861374,0.4125823974609375
90,What happened?,Oh ya? What happened?? I'm intrigued,0,0,0,0,1,1,6,6,-0.037414283,0.19772259891033173,0.5492891073226929,0.3919447064399719,0.5849945545196533,0.36344659328460693
91,That's great! Did she say anything to you?,Woah plot twist. She brought him along to meet you? ,1,0,0,0,1,0,6,6,0.1406538188457489,0.523396373,0.4914706349372864,0.25444382429122925,0.3195860683917999,0.4230639636516571
92,That sounds like fun!  I love going on vacation.  What are you going on to do there?,OH I love the beach!!  Which beach are you going to go to?,1,0,0,0,1,1,6,6,-0.183215529,0.9794644117355347,0.4335627853870392,0.2056030035018921,0.339638889,0.2298567295074463
93,I love the ocean.  I love the smell of fresh air and beaches!  It's the best!,"PCB is where we always go! If you want to drive a little bit, go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!",0,0,1,0,0,0,1,8,-0.206335664,0.6590312719345093,0.25814691185951233,0.086388484,0.3304871916770935,0.091247603
94,Oh that sounds fun! Did you go with her?,Why didn't you go?,1,0,0,0,1,1,6,6,0.2311187982559204,0.015385493636131287,0.41712236404418945,0.5141109824180603,0.23089879751205444,0.5801149606704712
95,That is terrible. Did you call her and tell her?,Is she always a flake? Maybe time for a new friend?,1,0,0,0,1,1,6,5,0.027361862361431122,0.25271397829055786,0.512541652,0.5638765692710876,0.4561237394809723,0.40744706988334656
96,Oh no! Did you get out?,Did he do anything to you and your mom?,0,0,0,0,1,1,6,6,-0.093875408,-0.032206267,0.5324021577835083,0.5675745010375977,0.5261633396148682,0.4898051917552948
97,Oh my gosh! That's so scary!  What did you do?,I am glad that nothing happened.,1,0,0,0,1,0,6,8,-0.271805853,-0.153912917,0.4925379157066345,0.5806515216827393,0.3402100205421448,0.5673034191131592
98,"Oh, well, that's no good.   I hope it was nothing serious.","No, you didn't tell me! What happened?",1,0,0,0,0,1,8,6,-0.298261464,0.23813268542289734,0.4887987971305847,0.5305525660514832,0.5008047819137573,0.5421923398971558
99,Oh no! That's horrible! I hope you apologized to her.,"Oh no! Is she okay?! Don't beat yourself up too much, you couldn't have ever imagined that she had been in an accident.",1,0,0,0,0,0,3,6,-0.124284044,0.089676745,0.5296610593795776,0.5258830785751343,0.35224711894989014,0.532407284
100,Oh no!  I bet you were so embarrassed!  Did she apologize?,What happened?,0,0,0,0,1,1,6,6,0.2471177875995636,-0.037414283,0.4154568910598755,0.5492891073226929,0.39456403255462646,0.5849945545196533
101,I am sorry. I hope you feel better soon!,I love Fireball.,1,0,0,0,0,0,3,1,0.035083796828985214,-0.106255859,0.5020632147789001,0.48361846804618835,0.21574784815311432,0.4721015393733978
102,I think I would have been too.  I was supposed to go to the concert but it was cancelled.,"No, what happened?",0,0,1,0,0,1,8,6,-0.484819919,-0.030580617,0.6151304841041565,0.5720682144165039,0.6069096326828003,0.623450756
103,"Oh wow, that is pretty cool.",Thats horrible. Will they reschedule?,1,1,0,0,0,1,1,6,-0.206664711,0.082599998,0.5066043138504028,0.6063688397407532,0.37776654958724976,0.5621216297149658
104,I hate when that happens.  Did you get a chance to get a rest?,"Who, tell me!",0,0,0,0,1,0,6,6,0.2640778720378876,0.19529423117637634,0.6700863242149353,0.5142296552658081,0.5064358711242676,0.44629600644111633
105,"Oh wow, that's awful! I'm so sorry to hear that!","Wow, what happened?",1,0,0,0,0,1,4,6,-0.221094459,-0.111602306,0.5110280513763428,0.5634841918945312,0.22745898365974426,0.4999236464500427
106,That is so sweet. I love diamonds.,That is very nice gift. Did you bought anything for him for Father's day?,1,1,0,0,0,1,1,6,-0.180946261,0.096133709,0.4939225912094116,0.5320154428482056,0.3350543975830078,0.4768160283565521
107,I am glad that he is happy with you. ,That is great.,1,1,0,0,0,0,1,1,0.8102871179580688,-0.062428907,0.4711110591888428,0.5223941206932068,0.41568589210510254,0.505058765
108,Congrats! That's a good feeling.,Oh what job was the interview for?,1,0,0,0,0,1,7,6,0.059173330664634705,-0.049711406,0.5195994973182678,0.5418683290481567,0.25805020332336426,0.459232897
109,"Wow, that's awesome. Good for you!",I think you got it man! Congratz!,1,1,0,0,0,0,1,7,0.006911017,0.2152148187160492,0.5318341255187988,0.42329639196395874,0.26845189929008484,0.327728271
110,I have not.,oh my  are you really serious?,0,0,0,0,0,0,8,6,-0.095151514,0.094661906,0.5278909206390381,0.32031261920928955,0.5860414505004883,0.30107903480529785
111,i hope you find him!,I am very glad it has a happy ending. Sounds a bit scary,1,1,0,0,0,0,3,1,0.49816039204597473,-0.173387662,0.3653104305267334,0.5772613883018494,0.15228810906410217,0.4305267035961151
112,Oh my gosh! That's so bad. Did you confront him?,"Oh no, what did you do?",0,0,0,0,1,1,6,6,-0.138270333,-0.0708507,0.5272085070610046,0.5316254496574402,0.3478652536869049,0.5858451128005981
113,"That is so horrible, I hope you feel better!",Did you ever tell your friend?  ,1,0,0,0,0,1,3,6,0.024483263,0.7007499933242798,0.5059311985969543,0.10053299367427826,0.26079022884368896,0.5661729574203491
114,Oh no!  I hope you have a great time.  What kind of food did you eat?,"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer",1,1,0,1,1,0,2,0,0.2069750428199768,0.020623385906219482,0.6128551363945007,0.5458179712295532,0.45476439595222473,0.17040888965129852
115,I hate when that happens. I would just have to find another place to eat.,I wish refrigerators would have a warranty that replaced food when they went bad. ,0,0,1,0,0,0,1,8,-0.236049145,-0.026029482,0.5936040282249451,0.7145257592201233,0.44446060061454773,0.548243523
116,Did you say anything about it?,"Wao, you must fell weird about it! what you thinki to do about it?",0,1,0,0,1,1,6,6,0.046009004,0.49237045645713806,0.5487730503082275,0.38592225313186646,0.5624837875366211,0.19702307879924774
117,"Well, at least you made it through!","SUper tough situation, i think you should let her know, and let her decides next",1,1,0,0,0,0,8,5,0.10864610970020294,0.3862418830394745,0.5318886041641235,0.3041074872016907,0.39354798197746277,0.3196459412574768
118,"Oh my god, I love mommy!","Oh, I'm sure you were embarrassed! But, maybe you can laugh about it now?",0,1,0,0,0,0,1,5,0.32734561,0.4765303432941437,0.4662764072418213,0.5003914833068848,0.21394598484039307,0.3324647545814514
119,"I'm sure you were embarrassed! But, maybe you can laugh about it now and you will be able to laugh about it later!","Well, I'm sure mom had a laugh lol! I can imagine how you felt at the time though!",1,1,0,0,0,0,5,8,0.47158458828926086,0.2959698438644409,0.39155861735343933,0.39717987179756165,0.2652689516544342,0.24966426193714142
120,That sounds amazing! I hope you have fun!,"Ah, that sounds fantastic! Which ocean will you be enjoying?",1,1,0,0,0,1,2,6,0.20219919085502625,-0.006216593,0.5170670747756958,0.5498141050338745,0.20956672728061676,0.33526939153671265
121,"Oh, that sounds great! I love that place! I have a friend who lives there and I love it too.",Sounds awesome! Do you have a beachside beverage or traditions that you enjoy? (Mine would be tequila + lime...very Jimmy Buffett ;-)),1,0,1,0,0,1,1,6,-0.077897877,0.8104333877563477,0.35075849294662476,0.35219666361808777,0.15833908319473267,0.1887335479259491
