Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
16.87,44.70,77.63,61.65,27.86,"PearsonRResult(statistic=0.20524367909489624, pvalue=3.960438056915336e-51)","PearsonRResult(statistic=0.11156961869919463, pvalue=4.884570850142005e-16)","PearsonRResult(statistic=0.17742601321806997, pvalue=1.8900694270973507e-38)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
29,It's tough when you see someone else's child misbehaving and the parent not doing anything about it. Maybe you could talk to your friend about it and offer some suggestions on how to discipline her child.,"yes, i've heard some parents don't ever say no to their kids. makes no sense.",0,0,0,1,0,0,5,0,0.36740273237228394,0.025278229266405106,0.6809226274490356,0.33321160078048706,0.4399048388004303,0.2738795876502991
30,I'm sorry that happened to you. Maybe you can try using bug repellent or wearing a hat when you go outside?,ok.,1,0,0,0,1,0,5,6,-0.2679502069950104,-0.06600461900234222,0.5682138800621033,0.43260636925697327,0.4889152944087982,0.4379163980484009
31,"It's good to reminisce about the past, but remember to focus on the present and future.",Did things end amicably? I hope everything is good now!,0,1,0,0,0,1,8,3,-0.003571256995201111,0.3829157054424286,0.6389873623847961,0.5793002247810364,0.5193256139755249,0.27743417024612427
32,I'm here for you if you need to talk about it.,"I understand that, I hope things work out well for you both in the end!",1,1,0,0,0,0,0,0,0.15680158138275146,0.6246753931045532,0.4981890320777893,0.5427870750427246,0.40683576464653015,0.22465932369232178
33,That sounds like an amazing experience. I'm glad you were able to feel that way.,That is a very blessed day. It is something you will never forget.,1,1,0,0,0,0,1,7,0.1385214924812317,-0.06175914406776428,0.558626651763916,0.5309324860572815,0.2437216192483902,0.4282824695110321
34,It sounds like an amazing experience. I'm happy for you.,"Yes, I couldn't agree more. It is remarkable how your feeling suddenly change.",1,1,0,0,0,0,1,0,0.08905121684074402,-0.1638999581336975,0.5661719441413879,0.5579285025596619,0.3102864623069763,0.4282131493091583
35,"Yes, I have been there before. It's such a relief when things work out.",I bet that must have been nerve wracking until it happened.,1,0,1,0,0,0,0,1,0.2551509141921997,-0.17294937372207642,0.5407823920249939,0.5625568628311157,0.31229567527770996,0.5388636589050293
36,I can imagine how stressful that must have been. I am glad things worked out for you.,Oh I'm sure. I would not like to be in a situation like that. Good thing everything worked out for you.,1,1,0,0,0,0,1,8,0.43624886870384216,0.30454230308532715,0.5953655242919922,0.5625403523445129,0.39322975277900696,0.3438010811805725
37,I'm here for you if you need any help making amends with your friend.,Oh really? What happened with your family and friend then?,1,0,0,0,0,1,0,6,0.5335835218429565,-0.007515266537666321,0.494793564081192,0.5647130608558655,0.40889036655426025,0.5489872694015503
38,I'm sorry to hear that. Let me know if there's anything I can do to help.,"Oh wow, that's awful. Stuff like that really teaches you to appreciate what you've got and to not take it for granted.",1,1,0,0,0,0,4,1,-0.12859608232975006,0.03563765436410904,0.6288449168205261,0.5689956545829773,0.38197988271713257,0.36742982268333435
39,"I completely agree, trusting your intuition is important.","I agree, someimes we just know.",1,0,0,0,0,0,0,0,0.129131019115448,0.10060195624828339,0.47641485929489136,0.4775918126106262,0.30232998728752136,0.589651882648468
40,"That's a great way to live, following your intuition. Keep it up!","exactly, i get that entirely!",1,0,0,1,0,0,1,0,0.5243471264839172,0.05301429703831673,0.5062510967254639,0.33465576171875,0.28709518909454346,0.25411176681518555
41,That's so sweet of them! I'm glad you had a great time. You have some amazing friends.,That's great! How did they surprise you?,1,1,0,0,0,1,1,6,0.43142613768577576,0.13308896124362946,0.45944976806640625,0.49445846676826477,0.1452965885400772,0.36706364154815674
42,That sounds amazing! Your friends are so thoughtful. You deserved it!,"That is so sweet of them, I hope you enjoyed it!",1,1,0,0,0,0,1,2,0.13288211822509766,0.0006159171462059021,0.4317484498023987,0.5084054470062256,0.1850520521402359,0.23234012722969055
43,I'm sorry you feel that way. Maybe you can try to find some new hobbies or activities to do on your own or with friends to help you feel less lonely.,"Awww, That sucks man. Hopefully they don't say mean things to you about being lonely.",1,1,0,0,0,0,5,1,0.10637263208627701,0.35670220851898193,0.654019296169281,0.46801483631134033,0.3808445334434509,0.3669753968715668
44,I'm sorry to hear that. It's okay to feel lonely sometimes. You can always talk to me if you need someone to talk to.,Well i used to be lonely a lot but i eventually found someone. I think you will too.,1,0,0,1,0,0,4,8,0.3228131830692291,-0.03910604864358902,0.5342043042182922,0.4154207408428192,0.24472446739673615,0.3916003406047821
45,"It's amazing how unique each child can be, I'm glad you're enjoying the journey of parenthood.","Yeah that is always odd to me, before they can talk they are already unique!",1,0,0,1,0,0,1,1,1.3132320642471313,0.189303457736969,0.5203728675842285,0.4710049033164978,0.36054837703704834,0.5694994926452637
46,"It's amazing how different they can be, but it sounds like you're doing a great job adapting to their individual needs. Get some rest!","That is how it goes, sometimes you can just figure them out immediately.",1,0,0,0,0,0,8,5,1.005153775215149,0.1762540638446808,0.5035973191261292,0.594399631023407,0.27936482429504395,0.6491974592208862
47,"I totally get it, I had a craving for it last week too! Did you end up satisfying that craving?","I understand that one,they are my favorite place to eat.",0,0,1,1,1,0,0,0,0.08979672938585281,0.07169437408447266,0.40934479236602783,0.5664476156234741,0.19187645614147186,0.593407154083252
48,"Oh no, the dreaded Sunday Chik-Fil-A craving. I feel your pain.",That has happened to me too many times to count.,1,0,0,1,0,0,1,8,-0.006024576723575592,-0.164058119058609,0.5687795281410217,0.6099715232849121,0.4464479982852936,0.5033211708068848
49,It's great that you had that experience. It's important to be grateful for what we have and to help those in need.,That must have been and intense and emotional moment for you.,1,1,0,0,0,0,1,1,-0.10203723609447479,-0.05305899679660797,0.5625373721122742,0.538913905620575,0.2992197871208191,0.4286760091781616
50,It's great that you had that experience and were able to learn from it. It's important to be grateful for what we have.,"Uau, what a surreal moment.I always believe kids have a lot to teach us.",1,1,0,0,0,0,8,6,0.1965840756893158,0.1820935606956482,0.5561178922653198,0.5383649468421936,0.3715187907218933,0.42665258049964905
51,I'm sorry to hear that. It's tough when family members don't get along. Maybe you could try to facilitate some activities that they could do together to help them bond?,I'm sure it will! I didn't get along with my dad until i became an adult.,1,0,0,1,1,0,4,8,0.5891773700714111,-0.11313870549201965,0.5981813073158264,0.4143359363079071,0.3286367654800415,0.2426549792289734
52,"It can be tough, but I'm sure your daughter and husband will find a way to connect. It's important to keep the lines of communication open and to be patient with each other. Maybe talking to your mom could help you find some strategies that worked for her.",Yes it did. I believe she just waited it out and tried to neutralize the conversation when we were together. .,1,0,0,1,0,0,8,8,1.3699219226837158,0.24883727729320526,0.6153071522712708,0.5090650916099548,0.20631763339042664,0.5633037090301514
53,It takes a lot of courage to admit that. I'm sure she would appreciate an apology.,Where you not secure in your self?,0,0,0,0,0,1,1,6,-0.12652166187763214,0.10426737368106842,0.583733081817627,0.48531508445739746,0.4105263352394104,0.45561888813972473
54,It's understandable to feel that way. It's important to learn from our past mistakes and strive to be better.,"You can track her down to say sorry, or would that be creepy?",1,0,0,0,0,1,0,6,0.19469799101352692,0.20490166544914246,0.5883206725120544,0.5275693535804749,0.361576646566391,0.49015501141548157
55,"I'm so sorry to hear that. It's understandable to feel regretful, but it's important to remember that we can't change the past.","Wow, so your going to take being a bad person to the grave. Maybe you'll see her in the next life?",1,0,0,0,0,1,4,5,-0.05097530782222748,-0.022700220346450806,0.5712111592292786,0.5478565692901611,0.2617080509662628,0.5129717588424683
56,That's great to hear! What qualities do you think make him such a great leader?,Lucky you! That is rare. Maybe one day people will think of you like that?,1,1,0,0,1,0,6,5,-0.022072628140449524,0.13175302743911743,0.4493728578090668,0.5245318412780762,0.3455488383769989,0.3385511636734009
57,I completely agree! It's important to strive for excellence and inspire others to do the same. Keep up the great work!,I have something totally different. My boss is clueless to the world and have no business being a leader. .,1,0,0,1,0,0,0,0,0.3264501988887787,-0.03570600599050522,0.4031265377998352,0.6043601632118225,0.34001708030700684,0.6337904334068298
58,"It's tough, but I try to focus on my own goals and growth. Maybe it's time to have a conversation with your boss or HR to address the issue?",Well I've been in the business all my life and have worked for some great people. So I pull from what I learned from them.,0,0,1,1,1,0,5,8,0.2013031542301178,0.43655917048454285,0.6279488801956177,0.5114933252334595,0.30264025926589966,0.4823424816131592
59,That's great! I'm happy for you and your friend. Can I see the pictures?,It's crazy how quickly kiddos grow! Even in a few weeks time! Do you see your friend and her baby often?,1,0,0,0,0,1,1,6,0.0757986530661583,1.2469433546066284,0.48557379841804504,0.3193318247795105,0.3086664080619812,0.14815403521060944
60,It's tough when friends live far away. Maybe you can plan a visit soon to catch up and see the baby again.,That is how life goes! Different schedules and demands -- I'm sure she's so thrilled when she *does* get to see you!,0,1,0,0,0,0,5,8,0.863613486289978,0.5594971179962158,0.5669055581092834,0.31994667649269104,0.3746771216392517,0.12944073975086212
61,Congratulations! That's a huge achievement. How did you feel during the marathon?,"Wow, that is an amazing accomplishment!  Congratulations!  You gotta be feeling like you're on top of the world after that!",1,1,0,0,1,0,7,7,0.18638400733470917,0.010792635381221771,0.4442936182022095,0.4645939767360687,0.35569337010383606,0.35816827416419983
62,That's incredible! How was the experience of running in Venice?,"My first thought was ""California"" but then there's Venice [Italy] and then either way, that's an amazing destination!",0,0,0,0,1,0,6,8,0.13136835396289825,0.011205192655324936,0.38760918378829956,0.283281147480011,0.3244569003582001,0.1957434117794037
63,That sounds like an incredible experience! How did you train for it?,"Oh, wow.  Not only to be able to do all the running but to view the scenery!",1,0,0,0,1,0,6,1,0.12891478836536407,-0.16678592562675476,0.48034533858299255,0.4823893904685974,0.30985531210899353,0.5534915924072266
64,"I'm sorry to hear that, it's tough when feelings aren't reciprocated. If you ever need someone to talk to, I'm here for you.",I'm sorry to hear that! How did you find out? .,1,1,0,0,0,1,4,4,0.8736653327941895,0.054524682462215424,0.558846652507782,0.5576096177101135,0.19682040810585022,0.46828657388687134
65,"That's really tough, I'm here for you if you need to talk or just need someone to listen.","That's a real bummer, but as they say, there are plenty of fish in the sea!",1,1,0,0,0,0,1,8,0.2708950638771057,0.06525802612304688,0.47657084465026855,0.5475782752037048,0.26115432381629944,0.34193333983421326
66,I support you in making a difference and taking action against bullying. Let's work together to make a change.,I feel the same way.,1,0,0,1,0,0,0,0,-0.09991976618766785,-0.13443034887313843,0.5108853578567505,0.532980740070343,0.34481167793273926,0.34076276421546936
67,"It's important to channel that anger into something positive, like volunteering or advocating for change. Don't feel guilty for feeling angry, use it to make a difference.",I practice boxing. I love to punch the sandbags.It is very therapeutic.,1,0,0,1,0,0,6,1,0.007014580070972443,-0.26374146342277527,0.6429171562194824,0.4992618262767792,0.39374208450317383,0.6461268663406372
68,I'm so sorry for your loss. I'm here for you if you need anything.,Oh no that is terrible!  How did your daughter take it?,1,0,0,0,0,1,4,6,-0.10194618999958038,0.22338688373565674,0.5012640357017517,0.47252771258354187,0.2322973608970642,0.4406491816043854
69,"I'm so sorry to hear that. If you or your daughter need anything, please don't hesitate to reach out.",Oh poor thing.  I hope she is doing better now.  Losing a pet is extremely hard!,1,1,0,0,0,0,4,3,0.28634482622146606,-0.33520570397377014,0.5633205771446228,0.6288775205612183,0.2930677533149719,0.27833035588264465
70,That's so sweet! How old are your kids? What was their favorite ride?,"ooo they are gonna love it, just its expensive, I remember when it was only $20 to get in.",1,0,0,1,1,0,6,8,0.40723827481269836,0.1828732192516327,0.42263063788414,0.4465918242931366,0.2993859052658081,0.37286946177482605
71,That sounds like a great family tradition. I hope you all have a wonderful time and make some new memories together!,Which one are you going to California or Florida ?,1,0,0,0,0,1,2,6,0.6621932983398438,0.010491080582141876,0.5284083485603333,0.3340654969215393,0.24691924452781677,0.733060359954834
72,That's great to hear! I'm glad you were able to reconnect with your father and reminisce about the past.,Cool.  Somethings never change.  What did you reflect upon?,1,0,0,0,0,1,1,6,0.07738034427165985,0.8760099411010742,0.5421240329742432,0.5978384613990784,0.26989996433258057,0.5178877711296082
73,"That's great to hear! If he needs any help with the car buying process, let me know.","Yeah, I miss my dad.  He died several years ago.  What kind of car is he looking for?",1,0,0,1,0,1,1,6,-0.036267220973968506,-0.016474083065986633,0.5987095832824707,0.713667631149292,0.323215126991272,0.47492364048957825
74,That's so sweet of her! I'm glad you enjoy organizing. What kind of organizing stuff did she give you?,I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? .,1,0,0,1,1,1,6,6,-0.07036270201206207,0.9894564151763916,0.5053521990776062,0.359241783618927,0.25031614303588867,0.18877381086349487
75,Thank you for the advice! I'll definitely keep that in mind.,My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started.,1,0,0,1,0,0,0,5,0.027154669165611267,-0.19030651450157166,0.45441675186157227,0.45357704162597656,0.2864743173122406,0.42800766229629517
76,I understand how you feel. Maybe you could try following up with a polite reminder email or give them a call to check in.,"Well, sometimes people are busy and don't have the time to check emails.",1,0,0,0,0,0,5,5,0.34636715054512024,0.09426768124103546,0.5596268177032471,0.7286602258682251,0.3057768940925598,0.6176097393035889
77,You can always ask the person what their preferred method of communication is. It's important to find a way that works for both parties.,"Text and emails are still the best option., until a nw way is created.",0,0,0,0,0,0,5,8,0.5380735397338867,0.26003390550613403,0.6560817956924438,0.47012826800346375,0.5379035472869873,0.5929754972457886
78,It's good that you want to apologize. Maybe try to approach her calmly and express how you feel and listen to her perspective as well.,Isn't that what sisters are for?  What were you guys upset about?,1,0,0,0,0,1,5,6,0.23786026239395142,0.2616649270057678,0.559334933757782,0.5184159278869629,0.31815871596336365,0.4914264678955078
79,Maybe you could try to have a calm conversation with her and try to understand each other's perspectives.,"Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",0,0,0,0,0,0,5,5,0.21191288530826569,0.12994438409805298,0.5840035676956177,0.5863020420074463,0.32453036308288574,0.5298088192939758
80,That sounds really tough. Is there anything I can do to help? Maybe we can find some resources for you to connect with other expats or new moms in the area.,Congratulations! Where did you travel from and where did you end up?,1,0,0,0,1,1,5,7,0.8794994354248047,0.04090456664562225,0.4747949242591858,0.440883994102478,0.15964806079864502,0.35679468512535095
81,That sounds like an amazing experience! I'm glad you were able to make some great friends. What was your favorite part of living in Hong Kong?,"That must have been quite the culture shock, glad it all worked out though!",1,0,0,0,1,0,1,1,-0.00015622377395629883,0.018447749316692352,0.4280991852283478,0.4675050973892212,0.2026907056570053,0.37959304451942444
82,You're right. It's important to believe in yourself and your abilities. You can make a difference and help others. Keep pushing forward!,"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.",1,0,0,1,0,0,0,0,0.3574758470058441,0.025550901889801025,0.4712046682834625,0.4052116274833679,0.2920416295528412,0.16421683132648468
83,"Yes, it was definitely a learning experience for me. I'm glad I didn't give up and kept pushing forward. You can do the same!","Yea for sure, I definitely learned that sometimes life just works in a funny way. When's the last time you have been really disappointed? .",1,0,1,0,0,1,0,0,0.10154061019420624,0.21250775456428528,0.4770474135875702,0.47892314195632935,0.23964619636535645,0.26925036311149597
84,"I'm sorry to hear that. It's understandable why he would be upset, but it's important to communicate with each other. Maybe you can apologize and talk about how to handle similar situations in the future?",I totally understand why he was mad. Why did you tell her?,1,0,0,0,0,1,4,6,0.4156477749347687,0.12433819472789764,0.5934980511665344,0.4585157036781311,0.31041863560676575,0.4216195046901703
85,"It's understandable that you wanted to help your mom, but it's important to respect your husband's wishes. Have you apologized to him and talked about how to handle similar situations in the future?",I guess he wanted to be available if she needed him.,1,0,0,0,1,0,6,8,1.201809048652649,0.1448788344860077,0.6311609148979187,0.5842198729515076,0.3315280079841614,0.5141065716743469
86,That's not okay. We should talk to the neighbor and make sure that never happens again.,What is a back neighbor? And that is crazy!,0,0,0,0,0,1,8,6,0.0927177220582962,0.07068710029125214,0.6595773696899414,0.5716599225997925,0.5258045196533203,0.4784819483757019
87,"That is so wrong. I am glad she apologized, but that is not okay.",Oh my! I'm glad she apologized!,1,1,0,0,0,0,4,4,-0.004606127738952637,-0.15926042199134827,0.527974009513855,0.47441357374191284,0.43389490246772766,0.2647968530654907
88,That's a great attitude to have. I try to do the same thing. Maybe we can motivate each other to stay on track.,I understand. I am think the same thing. What is your health issue?,1,1,1,1,0,1,5,0,0.14384806156158447,0.01812770962715149,0.5225194692611694,0.46694326400756836,0.32578781247138977,0.416798859834671
89,That's great to hear. It's always good to take care of yourself and help others.,"Yes, we should try to yourself heathy.",1,0,0,0,0,0,1,0,-0.11258596181869507,0.045680880546569824,0.6100375056266785,0.40821680426597595,0.3336421847343445,0.505424976348877
90,I know exactly what you mean. It's amazing how photos can bring back so many memories.,"Oh, it sure is, I feel the same way. They grow up so fast! .",1,0,1,1,0,0,0,0,-0.00515352189540863,0.3961910307407379,0.5221083164215088,0.5139819979667664,0.3467687964439392,0.22660481929779053
91,"Yes, they are. It's amazing how quickly time flies.",One of them is! I have an 18 year old and a 12 year old.,0,0,0,1,0,0,0,8,-0.01710294932126999,0.43924933671951294,0.6124042868614197,0.4110355079174042,0.5096431970596313,0.17529530823230743
92,That's great to hear! I'm glad you felt confident and beautiful on your special day.,I bet you were beautiful on that day. :) I hope that confidence has carried on since then!,1,1,0,0,0,0,1,2,0.1990050971508026,0.7875033617019653,0.503490149974823,0.4989066421985626,0.12728597223758698,0.13831056654453278
93,"It's okay to have off days, but remember that you are beautiful no matter what. Keep trying and you'll get there!","It would be hard to replicate that day for sure, but I bet you have a lot to be confident about. You got this!",1,1,0,0,0,0,8,2,0.5870572328567505,0.4772016108036041,0.45075738430023193,0.47168105840682983,0.14787280559539795,0.275604784488678
94,Have you considered setting up a budget or creating a financial plan? It might help with the irregular income.,I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. .,0,1,0,0,1,0,6,1,-0.05358773469924927,0.22033390402793884,0.7027203440666199,0.5423641204833984,0.7043132781982422,0.5375688076019287
95,That's great to hear! It's always good to have a steady income and benefits.,Your so lucky. Insurance is my number one worry every month. .,1,1,0,1,0,0,1,8,-0.15223585069179535,0.019301272928714752,0.5404955148696899,0.49018436670303345,0.37084856629371643,0.47639739513397217
96,I'm sorry to hear that. Do you want to talk about it?,Oh ya? What happened?? I'm intrigued.,1,0,0,0,0,1,4,6,0.019148707389831543,0.1726575344800949,0.5535595417022705,0.4293038249015808,0.42238181829452515,0.35676342248916626
97,That must have been tough. How did you handle it?,Woah plot twist. She brought him along to meet you? .,1,0,0,0,1,0,6,6,-0.0035455524921417236,0.46736451983451843,0.5490112900733948,0.34178072214126587,0.4537675082683563,0.5511757135391235
98,That sounds amazing! I hope you have a great time and make lots of memories.,OH I love the beach!!  Which beach are you going to go to?,1,0,0,0,0,1,2,6,0.4945812523365021,0.9794648885726929,0.548217236995697,0.2056032121181488,0.20293551683425903,0.22985681891441345
99,That sounds amazing! I hope you have a great time and enjoy the beautiful view.,"PCB is where we always go! If you want to drive a little bit, go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!",1,0,0,0,0,0,2,8,-0.05825634300708771,0.6590309143066406,0.5199984908103943,0.08638836443424225,0.2780193090438843,0.09124752879142761
100,What happened? Do you want to make a new plan?,Why didn't you go?,0,0,0,0,1,1,6,6,0.2895362675189972,0.015385627746582031,0.5593847632408142,0.5141109228134155,0.5968095064163208,0.5801147222518921
101,Maybe you should talk to Maria about how you feel and set a specific time for your next meeting.,Is she always a flake? Maybe time for a new friend?,0,0,0,0,0,1,5,5,0.574713945388794,0.25271397829055786,0.5333070755004883,0.5638764500617981,0.24379390478134155,0.40744730830192566
102,That's really scary. Did you call the police?,Did he do anything to you and your mom?,0,0,0,0,1,1,6,6,-0.05831924080848694,-0.03220610320568085,0.5770805478096008,0.5675745606422424,0.5222048163414001,0.4898050129413605
103,That's really scary. I'm glad you and your mom are okay. Do you want to talk about it more?,I am glad that nothing happened.,1,0,0,0,0,0,6,8,-0.0165584534406662,-0.15391281247138977,0.5609943270683289,0.5806514620780945,0.299798846244812,0.5673035383224487
104,"No, what happened? You can tell me anything.","No, you didn't tell me! What happened?",0,0,0,0,1,1,6,6,0.1674427092075348,0.23813241720199585,0.5336560606956482,0.5305525660514832,0.6241186857223511,0.5421924591064453
