Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
0.0639,0.3840,0.7834,0.6200,0.2511,"PearsonRResult(statistic=0.044112412431163206, pvalue=0.0013811301005069786)","PearsonRResult(statistic=-0.004163651535260519, pvalue=0.7628362873045188)","PearsonRResult(statistic=0.06751100784841128, pvalue=9.662475536797028e-07)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
19,that is terrible . i hope you did not get hurt .,yes . i do not have a facebook .,1,0,0,0,0,0,8,0,0.1392057090997696,-0.18149229884147644,0.17644022405147552,0.296931654214859,0.2921445667743683,0.442750483751297
20,oh no ! that is so bad . i would have been so embarrassed .,thats horrible .,0,1,1,0,0,0,1,1,0.24445301294326782,0.15028351545333862,0.12591005861759186,0.34677940607070923,0.14308369159698486,0.5057412385940552
21,i am sure you will get it,yes i do not like walmart .,1,0,0,0,0,0,8,0,0.15320265293121338,-0.12680518627166748,0.3849550783634186,0.29067444801330566,0.32155701518058777,0.42206019163131714
22,that is a good thing to do . i am sure you will find a better place ?,thats horrible . did you tell on him ?,1,0,0,0,1,1,6,6,0.2694537341594696,0.20447170734405518,0.08417293429374695,0.1691904515028,0.13446956872940063,0.2806704044342041
23,that is a good thing to do . i am sure you will find a better place .,thats a tough situation .,1,1,0,0,0,0,8,1,0.2378922998905182,0.18370871245861053,0.11486710608005524,0.3642212748527527,0.23670193552970886,0.4024519920349121
24,that is so sad . i am sure you will have a good time .,"i guess it makes you appreciate things you used to take for granted , lol . but it does not last forever and is worth it .",1,1,0,0,0,0,1,8,0.45769667625427246,0.3101518154144287,0.15208259224891663,0.13229048252105713,0.1277887374162674,0.3163442611694336
25,i am sure you will get a good time .,that is a full time job raising a human,1,0,0,0,0,0,1,8,0.5131138563156128,0.09597975015640259,0.2301933467388153,0.40638911724090576,0.2989746928215027,0.5675594806671143
26,i am sorry to hear that . i am sorry to hear that .,"oh , i am sure you are lonely . maybe you can join some kind of club that lets you meet new friends ?",1,1,0,0,0,1,4,5,0.23913973569869995,0.42149481177330017,0.19581031799316406,0.1659873127937317,0.29927533864974976,0.12112270295619965
27,i am sure you will find a better place .,"that is a good idea ! this way you can also meet friends for yourself , but also maybe meet new friend 's for your children to hang out with while you do with their moms !",1,0,0,0,0,0,8,5,0.22278372943401337,0.8943862915039062,0.2039693146944046,0.17566341161727905,0.37319260835647583,0.09804000705480576
28,that is a good thing to do . i am sure you will do fine .,oh man . i am all about discipline ! i do not like spoiled bratty kids,1,0,0,0,0,0,8,0,0.39479249715805054,0.20843884348869324,0.13857170939445496,0.1078329086303711,0.2219017744064331,0.09801259636878967
29,i am sure you will do that .,"yes , i have heard some parents do not ever say no to their kids . makes no sense",1,0,0,1,0,0,8,0,0.5831888914108276,0.28964313864707947,0.20491813123226166,0.18841014802455902,0.3577791452407837,0.37096619606018066
30,oh no ! that is so sad . i hope you did not get hurt,ok,1,0,0,0,0,0,1,6,0.040337324142456055,-0.10115915536880493,0.14492018520832062,0.4585602581501007,0.11493557691574097,0.49214106798171997
31,that is so sad . i am glad you were able to get that .,did things end amicably ? i hope everything is good now !,1,1,0,0,0,1,4,3,0.5493876934051514,0.45351579785346985,0.2529531717300415,0.16656911373138428,0.17807261645793915,0.1853511780500412
32,i am sure you will find a better place .,"i understand that , i hope things work out well for you both in the end !",1,1,0,0,0,0,8,0,0.22278372943401337,1.0158302783966064,0.2039693146944046,0.2053452730178833,0.37319260835647583,0.16581714153289795
33,that is so sad . i am sorry to hear that .,that is a very blessed day . it is something you will never forget .,1,1,0,0,0,0,4,7,0.3974722921848297,-0.015915341675281525,0.1753900796175003,0.18825608491897583,0.18715348839759827,0.2631351351737976
34,i am sure you will get a good time .,"yes , i could not agree more . it is remarkable how your feeling suddenly change .",1,1,0,0,0,0,1,0,0.5131138563156128,0.27354103326797485,0.2301933467388153,0.257058322429657,0.2989746928215027,0.26174095273017883
35,that is great ! i am happy for you .,i bet that must have been nerve wracking until it happened .,1,0,0,0,0,0,1,1,0.7500839233398438,-0.005786433815956116,0.17135673761367798,0.2565523684024811,0.13495853543281555,0.4121265113353729
36,i am sure you will do great !,oh i am sure . i would not like to be in a situation like that . good thing everything worked out for you .,1,1,0,0,0,0,2,8,0.6842848062515259,0.14123986661434174,0.23753732442855835,0.15523086488246918,0.1328331083059311,0.11499717831611633
37,that is great . i am glad you are happy for you .,oh really ? what happened with your family and friend then ?,1,0,0,0,0,1,1,6,0.4937065541744232,0.44178828597068787,0.19860342144966125,0.15559625625610352,0.1522461473941803,0.3146857023239136
38,that is great . i am glad you are okay .,"oh wow , that is awful . stuff like that really teaches you to appreciate what you 've got and to not take it for granted .",1,1,0,0,0,0,1,1,0.5471721887588501,0.26546111702919006,0.2112817019224167,0.3300460875034332,0.17482466995716095,0.2696259319782257
39,i am sorry to hear that . i hope you have a good time .,"i agree , someimes we just know",1,1,0,0,0,0,4,0,0.3346005380153656,0.18367448449134827,0.19536474347114563,0.259123831987381,0.17744433879852295,0.4060296416282654
40,i am sure you will do it .,"exactly , i get that entirely !",1,0,0,1,0,0,8,0,0.45485612750053406,0.1267988085746765,0.2371024489402771,0.16911263763904572,0.36122825741767883,0.45492199063301086
41,that is awesome . i bet you were very happy .,that is great ! how did they surprise you ?,1,1,0,0,0,1,1,6,0.4410189390182495,0.8295942544937134,0.1909230500459671,0.14874234795570374,0.18746203184127808,0.15681692957878113
42,that is awesome ! i am glad you did not get hurt .,"that is so sweet of them , i hope you enjoyed it !",1,1,0,0,0,0,1,2,0.4610550105571747,0.27967965602874756,0.16324776411056519,0.2630355656147003,0.1768292933702469,0.2206433117389679
43,i am sorry to hear that . i hope you can find a better place .,"awww , that sucks man . hopefully they do not say mean things to you about being lonely .",1,1,0,0,0,0,4,1,0.32349827885627747,0.4558107554912567,0.1755053848028183,0.2131347954273224,0.23454615473747253,0.20730142295360565
44,i am sure you will find a better place .,well i used to be lonely a lot but i eventually found someone . i think you will too .,1,0,0,1,0,0,8,8,0.22278372943401337,0.34068283438682556,0.2039693146944046,0.14902053773403168,0.37319260835647583,0.16798947751522064
45,that is so sad . i am sure you will have a good time .,"yeah that is always odd to me , before they can talk they are already unique !",1,0,0,1,0,0,1,1,0.45769667625427246,0.27364033460617065,0.15208259224891663,0.3068629205226898,0.1277887374162674,0.5521219968795776
46,i am sure you will do great !,"that is how it goes , sometimes you can just figure them out immediately",1,0,0,0,0,0,2,5,0.6842848062515259,0.11759104579687119,0.23753732442855835,0.40449339151382446,0.1328331083059311,0.5933496952056885
47,i am sorry to hear that . i have been there .,"i understand that one , they are my favorite place to eat",1,0,1,1,0,0,4,0,0.3746788799762726,0.057535864412784576,0.18070897459983826,0.2919307351112366,0.29117918014526367,0.2705143094062805
48,i am glad you are okay .,that has happened to me too many times to count,1,0,0,1,0,0,4,8,0.27797043323516846,-0.20056238770484924,0.24907182157039642,0.45127201080322266,0.28498396277427673,0.3913935422897339
49,that is great . i am glad you are able to get that .,that must have been and intense and emotional moment for you .,1,1,0,0,0,0,1,1,0.6236681938171387,0.5068681240081787,0.2875400483608246,0.2938178777694702,0.22630536556243896,0.33982956409454346
50,i am glad you are able to do that .,"uau , what a surreal moment.i always believe kids have a lot to teach us .",1,1,0,0,0,0,1,6,0.5316678285598755,0.3611951172351837,0.3062467873096466,0.17010383307933807,0.3347243368625641,0.2164035439491272
51,that is great . i am sure you will have a great time .,i am sure it will ! i did not get along with my dad until i became an adult .,1,0,0,1,0,0,1,8,0.4939042627811432,0.22575689852237701,0.18131917715072632,0.21860851347446442,0.14487814903259277,0.18081781268119812
52,i am sure she will be fine .,yes it did . i believe she just waited it out and tried to neutralize the conversation when we were together .,1,0,0,1,0,0,8,8,0.20925462245941162,0.6692792177200317,0.28437185287475586,0.14496323466300964,0.2924794554710388,0.2637595534324646
53,i am sorry to hear that . i hope you can find a better job .,where you not secure in your self ?,1,0,0,0,0,1,4,6,0.39095091819763184,0.009224846959114075,0.17570771276950836,0.19950121641159058,0.25301581621170044,0.5909303426742554
54,i am sure you will find a better place .,"you can track her down to say sorry , or would that be creepy ?",1,0,0,0,0,1,8,4,0.22278372943401337,0.2786080837249756,0.2039693146944046,0.19896505773067474,0.37319260835647583,0.567089319229126
55,i am sure you will find a better place .,"wow , so your going to take being a bad person to the grave . maybe you will see her in the next life ?",1,0,0,0,0,1,8,5,0.22278372943401337,0.3602275252342224,0.2039693146944046,0.07405561953783035,0.37319260835647583,0.2696359157562256
56,that is great ! i am sure you will get it,lucky you ! that is rare . maybe one day people will think of you like that ?,1,1,0,0,0,0,1,5,0.2971000075340271,0.5508532524108887,0.2658487856388092,0.13044755160808563,0.09638526290655136,0.10550691187381744
57,i am sure you will do great !,i have something totally different . my boss is clueless to the world and have no business being a leader .,1,0,0,1,0,0,2,0,0.6842848062515259,0.32512417435646057,0.23753732442855835,0.17271225154399872,0.1328331083059311,0.34989506006240845
58,i am sure you will do great !,well i have been in the business all my life and have worked for some great people . so i pull from what i learned from them .,1,0,0,1,0,0,2,8,0.6842848062515259,0.7415626049041748,0.23753732442855835,0.1100713461637497,0.1328331083059311,0.31100332736968994
59,that is great ! i am sure she will love it,it is crazy how quickly kiddos grow ! even in a few weeks time ! do you see your friend and her baby often ?,1,0,0,0,0,1,1,6,-0.030196532607078552,1.0860260725021362,0.23798857629299164,0.14618928730487823,0.08795056492090225,0.07295484095811844
60,that is a good thing to do . i am sure you will do great !,that is how life goes ! different schedules and demands -- i am sure she 's so thrilled when she * does * get to see you !,1,1,0,0,0,0,1,8,0.49051108956336975,1.005677342414856,0.15474256873130798,0.0753592699766159,0.11090391129255295,0.09244641661643982
61,that is great ! i am sure you will do great !,"wow , that is an amazing accomplishment ! congratulations ! you got ta be feeling like you are on top of the world after that !",1,1,0,0,0,0,1,7,0.4886130690574646,0.959152340888977,0.15327070653438568,0.12610825896263123,0.1172642856836319,0.09627281129360199
62,i am sure you will get it,"my first thought was california but then there is venice [ italy ] and then either way , that is an amazing destination !",1,0,0,0,0,0,8,8,0.15320265293121338,-0.08196116983890533,0.3849550783634186,0.12802018225193024,0.32155701518058777,0.14505787193775177
63,i am sure you will do great !,"oh , wow . not only to be able to do all the running but to view the scenery !",1,0,0,0,0,0,2,1,0.6842848062515259,0.3726857006549835,0.23753732442855835,0.1763002723455429,0.1328331083059311,0.2671259641647339
64,"that is good , i am glad you did not have to do that .",i am sorry to hear that ! how did you find out ?,1,1,0,0,0,1,8,4,0.4546193778514862,0.6388727426528931,0.3371562361717224,0.12825794517993927,0.48834922909736633,0.13789032399654388
65,"that is great , i am glad you are okay .","that is a real bummer , but as they say , there are plenty of fish in the sea !",1,1,0,0,0,0,1,8,0.43158018589019775,0.2563750445842743,0.3223298192024231,0.20299871265888214,0.34470489621162415,0.4189513623714447
66,i know that feeling . i would have been so scared .,i feel the same way .,1,0,1,1,0,0,0,0,-0.16580535471439362,0.27075260877609253,0.18445798754692078,0.22039015591144562,0.2125048041343689,0.28379589319229126
67,i know that feeling .,i practice boxing . i love to punch the sandbags.it is very therapeutic .,1,0,0,1,0,0,0,1,0.3834056854248047,0.08751243352890015,0.17611181735992432,0.18561987578868866,0.29039257764816284,0.24297942221164703
68,that is so sad . i am sorry to hear that . i hope you are able to get through that .,oh no that is terrible ! how did your daughter take it ?,1,1,0,0,0,1,4,6,0.4596589207649231,0.8726859092712402,0.19553408026695251,0.1778811812400818,0.11026673763990402,0.23562315106391907
69,that is a good thing to do . i am sure she will not have to do that .,oh poor thing . i hope she is doing better now . losing a pet is extremely hard !,1,1,0,0,0,0,8,3,0.3481495976448059,0.17038536071777344,0.20762154459953308,0.16240407526493073,0.21470695734024048,0.09630544483661652
70,that is awesome ! i bet you are excited !,"ooo they are gon na love it , just its expensive , i remember when it was only $ 20 to get in .",1,0,0,1,0,0,2,8,0.19738617539405823,0.21627236902713776,0.1595798283815384,0.23865506052970886,0.10400782525539398,0.2400389015674591
71,that is great ! i am sure you will have a great time .,which one are you going to california or florida ?,1,0,0,0,0,1,1,6,0.5891122817993164,0.11821317672729492,0.1665889322757721,0.3275201916694641,0.12952731549739838,0.4451180398464203
72,that is so sad . i am glad you were able to get that .,cool . somethings never change . what did you reflect upon ?,1,0,0,0,0,1,4,6,0.5493876934051514,-0.17710649967193604,0.2529531717300415,0.08933819830417633,0.17807261645793915,0.1579759418964386
73,that is a good thing to do . i am sure you will have a good time .,"yeah , i miss my dad . he died several years ago . what kind of car is he looking for ?",1,0,0,1,0,1,1,6,0.3771679699420929,-0.07298435270786285,0.13636240363121033,0.18875809013843536,0.14933043718338013,0.28093385696411133
74,that is awesome . i am sure she will love it,i am trying to get into it . we have our first baby on the way and need to reorganize everything . do you have tips ?,1,0,0,1,0,1,1,6,-0.08558036386966705,0.7715606689453125,0.24994133412837982,0.1628170609474182,0.11891750246286392,0.10790777206420898
75,that is great ! i am sure she will love it .,my big thing is i am like o ' i may need that leave it out of the tote box . before i know it i have more stuff laying around then when i started .,1,0,0,1,0,0,1,5,0.6044840812683105,-0.0001287907361984253,0.15977756679058075,0.31715911626815796,0.15991410613059998,0.22478508949279785
76,i know that feeling . i do not know why people are not looking at all .,"well , sometimes people are busy and do not have the time to check emails",1,0,0,0,0,0,0,5,0.11628967523574829,-0.0391978919506073,0.24365171790122986,0.43408676981925964,0.3076103925704956,0.4661466181278229
77,i agree . i am sure you will do better .,"text and emails are still the best option. , until a nw way is created .",1,0,0,0,0,0,0,8,0.6330509185791016,-0.20877161622047424,0.10832949727773666,0.5465646982192993,0.2800913453102112,0.6801210641860962
78,"oh no , that is terrible . i am sorry to hear that .",is not that what sisters are for ? what were you guys upset about ?,1,0,0,0,0,1,4,6,0.25912800431251526,0.040591537952423096,0.20285899937152863,0.08662496507167816,0.25734972953796387,0.3887694776058197
79,i am sure you will find a better place .,"maybe once you feel like you can bring it up again , you can try to approach the topic from another angle .",1,0,0,0,0,0,8,5,0.22278372943401337,0.05526798591017723,0.2039693146944046,0.26955941319465637,0.37319260835647583,0.5555822849273682
80,that is great . i am sure you will find a good time .,congratulations ! where did you travel from and where did you end up ?,1,1,0,0,0,1,1,6,0.5048315525054932,0.5321606397628784,0.15090255439281464,0.16907848417758942,0.20058169960975647,0.25825145840644836
81,that is great . i am glad you are able to get that .,"that must have been quite the culture shock , glad it all worked out though !",1,1,0,0,0,0,1,1,0.6236681938171387,0.23686785995960236,0.2875400483608246,0.20695927739143372,0.22630536556243896,0.40528932213783264
82,i know right . i do not know why they are not looking at all ?,"i know , that actually happens to me sometimes ! last year i did not get accepted into this fellowship and for a couple of weeks i was underestimating myself a lot .",0,0,0,1,1,0,0,0,-0.16288678348064423,0.30047208070755005,0.12679634988307953,0.2073238492012024,0.1977940797805786,0.23933547735214233
83,i am sure you will do great !,"yea for sure , i definitely learned that sometimes life just works in a funny way . when 's the last time you have been really disappointed ?",1,0,0,0,0,1,2,0,0.6842848062515259,0.49749723076820374,0.23753732442855835,0.1438758671283722,0.1328331083059311,0.07499830424785614
84,that is terrible . i hope you did not get hurt .,i totally understand why he was mad . why did you tell her ?,1,0,0,0,0,1,8,0,0.1392057090997696,0.6907912492752075,0.17644022405147552,0.07741983979940414,0.2921445667743683,0.1504419893026352
85,that is a good thing to do . i am sure you will find a better place .,i guess he wanted to be available if she needed him .,1,0,0,0,0,0,8,8,0.2378922998905182,0.6789064407348633,0.11486710608005524,0.22592322528362274,0.23670193552970886,0.35971733927726746
86,that is so sad . i hope you did not get hurt .,what is a back neighbor ? and that is crazy !,1,0,0,0,0,1,1,6,0.2768775224685669,0.26118209958076477,0.16909055411815643,0.09211532771587372,0.21335293352603912,0.497584730386734
87,that is terrible . i hope you did not get hurt .,oh my ! i am glad she apologized !,1,1,0,0,0,0,8,4,0.1392057090997696,0.3173619508743286,0.17644022405147552,0.22548840939998627,0.2921445667743683,0.17251653969287872
88,i agree . i am glad you are okay .,i understand . i am think the same thing . what is your health issue ?,1,0,0,1,0,1,0,0,0.5210996866226196,0.3882941007614136,0.15082305669784546,0.13639125227928162,0.24201935529708862,0.15090914070606232
89,i am sure you will do great .,"yes , we should try to yourself heathy",1,0,0,0,0,0,2,5,0.46423110365867615,0.4689875543117523,0.23452596366405487,0.2631555497646332,0.3400946259498596,0.32590189576148987
90,that is so sweet . i am sure you will have a good time .,"oh , it sure is , i feel the same way . they grow up so fast !",1,0,0,1,0,0,1,0,0.44451138377189636,0.8672451972961426,0.1597239077091217,0.1766931116580963,0.10574698448181152,0.13704651594161987
91,i am sure you will have a good time .,one of them is ! i have an 18 year old and a 12 year old .,1,0,0,1,0,0,2,8,0.6756174564361572,0.0881209447979927,0.2391439974308014,0.16135631501674652,0.27346718311309814,0.15575483441352844
92,that is great . i am sure you will do great !,i bet you were beautiful on that day . : ) i hope that confidence has carried on since then !,1,1,0,0,0,0,1,2,0.5878453254699707,0.9140070676803589,0.15081393718719482,0.08365799486637115,0.11215334385633469,0.08966636657714844
93,i am sure you will get it,"it would be hard to replicate that day for sure , but i bet you have a lot to be confident about . you got this !",1,1,0,0,0,0,8,2,0.15320265293121338,0.7247058153152466,0.3849550783634186,0.13415716588497162,0.32155701518058777,0.14919130504131317
94,"that is good , i am glad you are okay .",i bet it is tough . a regular income is nice but the freedom you get from working for yourselfs is better .,1,1,0,0,0,0,1,1,0.5089356899261475,0.122120700776577,0.3146825432777405,0.10443815588951111,0.3760667145252228,0.1742485910654068
95,i am sure you will do great !,your so lucky . insurance is my number one worry every month .,1,1,0,1,0,0,2,8,0.6842848062515259,0.010367244482040405,0.23753732442855835,0.15598328411579132,0.1328331083059311,0.3064170181751251
96,that is awesome . what did you do ?,oh ya ? what happened ? ? i am intrigued,1,0,0,0,1,1,6,6,0.4628882110118866,-0.21579232811927795,0.24902677536010742,0.18246090412139893,0.3649192452430725,0.21449264883995056
97,that is so sweet . i am sure you will get it,woah plot twist . she brought him along to meet you ?,1,0,0,0,0,1,1,6,0.10153853893280029,0.80915367603302,0.24059632420539856,0.05043991282582283,0.09454220533370972,0.1990024298429489
98,that is awesome . are you going to get it ?,oh i love the beach ! ! which beach are you going to go to ?,1,0,0,0,1,1,6,6,0.7826641798019409,1.1065291166305542,0.30594176054000854,0.10938292741775513,0.306129515171051,0.12850390374660492
99,that is great ! i hope you have a good time !,"pcb is where we always go ! if you want to drive a little bit , go to hunts in pcb - it is off the beaten path but the best seafood and prices - just go early ( like 4oclock ) for dinner or you will not get in ! !",1,0,0,0,0,0,2,8,0.3094049096107483,0.8195666074752808,0.19620747864246368,0.061660587787628174,0.1016082763671875,0.19822543859481812
100,"that is good , i am sure you will find a good time .",why did not you go ?,1,0,0,0,0,1,1,6,0.46665695309638977,0.0838896855711937,0.30551406741142273,0.21765375137329102,0.488182932138443,0.6910272836685181
101,i am sure you will find a better place .,is she always a flake ? maybe time for a new friend ?,1,0,0,0,0,1,8,5,0.22278372943401337,0.06258580088615417,0.2039693146944046,0.23414739966392517,0.37319260835647583,0.3778241276741028
102,oh no ! that is so sad . i hope you did not get hurt .,did he do anything to you and your mom ?,1,0,0,0,0,1,1,6,0.4810889959335327,-0.0028901025652885437,0.1081990897655487,0.32065385580062866,0.14664694666862488,0.5956547260284424
103,that is a good thing to do . i am sure you will find a better place ?,i am glad that nothing happened .,1,1,0,0,1,0,6,8,0.2694537341594696,0.045708514750003815,0.08417293429374695,0.25276419520378113,0.13446956872940063,0.3865606486797333
104,i am sorry to hear that . i hope you did not get hurt,"no , you did not tell me ! what happened ?",1,0,0,0,0,1,4,6,-0.1766376495361328,0.47155314683914185,0.19877305626869202,0.10625515133142471,0.1503532975912094,0.6183269023895264
105,that is terrible . i hope you did not get hurt .,"oh no ! is she okay ? ! do not beat yourself up too much , you could not have ever imagined that she had been in an accident .",1,0,0,0,0,0,8,6,0.1392057090997696,0.8609553575515747,0.17644022405147552,0.0905507504940033,0.2921445667743683,0.4819604456424713
106,that is awesome . what did you do ?,what happened ?,1,0,0,0,1,1,6,6,0.4628882110118866,-0.12948915362358093,0.24902677536010742,0.23545560240745544,0.3649192452430725,0.7172838449478149
107,that is a good thing to do . i am sure you will do better .,i love fireball .,1,0,0,0,0,0,8,1,0.38257041573524475,-0.11648967862129211,0.11809606850147247,0.22492650151252747,0.27008217573165894,0.29712221026420593
108,i am so sorry . i am so sorry to hear that .,"no , what happened ?",1,0,0,0,0,1,4,6,0.4355834126472473,-0.16030028462409973,0.20013348758220673,0.31654638051986694,0.21649467945098877,0.7698386907577515
109,that is awesome . i am sure you will do great !,thats horrible . will they reschedule ?,1,0,0,0,0,1,1,6,0.5385854244232178,0.20719625055789948,0.15021538734436035,0.2258140742778778,0.10905969142913818,0.22649352252483368
110,i am so sorry . i am so sorry to hear that .,"who , tell me !",1,1,0,0,0,1,4,6,0.4355834126472473,0.25564008951187134,0.20013348758220673,0.23006409406661987,0.21649467945098877,0.41258880496025085
111,that is great . i am glad you are okay .,"wow , what happened ?",1,0,0,0,0,1,1,6,0.5471721887588501,-0.05422593653202057,0.2112817019224167,0.254499226808548,0.17482466995716095,0.5935320854187012
112,that is great ! i bet you were so happy .,that is very nice gift . did you bought anything for him for father 's day ?,1,1,0,0,0,1,1,6,0.8231279850006104,0.3582724332809448,0.17316193878650665,0.2309119999408722,0.14083613455295563,0.1927640289068222
113,that is great . i am glad you had a good time .,that is great .,1,1,0,0,0,0,1,1,0.5295814275741577,0.21078941226005554,0.20754770934581757,0.2982877790927887,0.16636419296264648,0.4971320331096649
114,that is so sweet . i am sure you will do great !,oh what job was the interview for ?,1,0,0,0,0,1,1,6,0.47788354754447937,-0.2776643931865692,0.1567532867193222,0.3047415018081665,0.06565157324075699,0.3264084458351135
115,i am sure you will get it,i think you got it man ! congratz !,1,1,0,0,0,0,8,7,0.15320265293121338,0.23743955790996552,0.3849550783634186,0.2424231767654419,0.32155701518058777,0.1474214494228363
116,i am sorry to hear that . i am sorry to hear that .,oh my are you really serious ?,1,0,0,0,0,1,4,6,0.23913973569869995,0.335671067237854,0.19581031799316406,0.17343635857105255,0.29927533864974976,0.5023787021636963
117,"that is great , i am glad you are able to get that .",i am very glad it has a happy ending . sounds a bit scary,1,1,0,0,0,0,1,1,0.5006084442138672,-0.2517755627632141,0.40084558725357056,0.30464643239974976,0.4208119809627533,0.13570834696292877
118,"oh no , that is terrible . i hope you did not get hurt .","oh no , what did you do ?",1,0,0,0,0,1,8,6,0.06981100887060165,0.048864416778087616,0.1848115473985672,0.26521962881088257,0.3131925165653229,0.5297483205795288
119,that is a good thing to do . i am sure you will find a better place ?,did you ever tell your friend ?,1,0,0,0,1,1,6,6,0.2694537341594696,0.21548493206501007,0.08417293429374695,0.273467093706131,0.13446956872940063,0.6864697933197021
120,that is a good idea . i am sure you will do it !,"oh no , i hate when that happens . i can sympathize with you because thats happen to me twice ! its okay in the winter time and you can sort of keep your food fresh but not during the summer",1,1,0,1,0,0,1,0,0.6267610788345337,0.17164240777492523,0.10440216958522797,0.20467886328697205,0.1054232269525528,0.061141327023506165
