Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
0.0846,0.4513,0.7814,0.6198,0.2277,"PearsonRResult(statistic=0.08922779920592187, pvalue=9.194490446358207e-11)","PearsonRResult(statistic=0.01575707345331532, pvalue=0.25343276330305636)","PearsonRResult(statistic=0.08042689161069906, pvalue=5.272709135781816e-09)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
10,oh no ! that is horrible ! i am sorry to hear that .,that is nice of you . what did you do ?,1,1,0,0,0,1,4,6,0.6407458782196045,0.38639429211616516,0.10443689674139023,0.18378719687461853,0.21720729768276215,0.3853018879890442
11,that is a good thing to have . i hope you can find him .,which one ?,1,0,0,0,0,1,3,6,0.3563096523284912,-0.052901022136211395,0.2208801954984665,0.22351938486099243,0.3085298538208008,0.7562503814697266
12,that is a great feeling . i hope you can find him .,"he will , i have faith .",1,0,0,0,0,0,2,0,0.4385460615158081,-0.07339347898960114,0.20869149267673492,0.23498408496379852,0.18072421848773956,0.48106762766838074
13,i hope you can find him .,no problem . what kind of work does he do ?,1,0,0,0,0,1,3,6,0.10313736647367477,-0.04251769930124283,0.2612190842628479,0.2170032560825348,0.3853401243686676,0.6035529375076294
14,oh no ! that is so annoying ! i am glad you are able to do it !,thats not good . do you own a gun ?,1,0,0,0,0,1,1,6,0.8367832899093628,-0.03714669495820999,0.13882407546043396,0.19747397303581238,0.13456478714942932,0.5380418300628662
15,i am sorry to hear that . i hope you can find a new one soon .,that is always number one goal .,1,0,0,0,0,0,4,0,0.4390176236629486,-0.0923723429441452,0.2625240683555603,0.3538398742675781,0.2223341017961502,0.5368794202804565
16,that is awesome ! i bet you are excited to have a great time !,3 years is a long time . how come ?,1,0,0,0,0,1,2,6,0.07489646971225739,0.08413610607385635,0.16982275247573853,0.15654084086418152,0.09095613658428192,0.6040459871292114
17,that is awesome ! i hope you have a great time !,"oh i see . they must miss you , too .",1,1,0,0,0,0,2,1,0.2013838291168213,0.16330574452877045,0.217271089553833,0.18961100280284882,0.08609655499458313,0.27736896276474
18,oh no ! that is terrible . did you find him ?,that is not very nice .,0,0,0,0,1,0,6,1,0.5649402141571045,-0.1751653254032135,0.1442517340183258,0.31304624676704407,0.2915841341018677,0.6443033218383789
19,that is terrible . i hope you can find it .,yes . i do not have a facebook .,1,0,0,0,0,0,3,0,0.35732826590538025,-0.18149229884147644,0.2543983459472656,0.296931654214859,0.3570116460323334,0.442750483751297
20,oh no ! that is terrible . did you find it ?,thats horrible .,0,1,0,0,1,0,6,1,0.6119439601898193,0.15028351545333862,0.1882430613040924,0.34677940607070923,0.2989218235015869,0.5057412385940552
21,i am glad you got it !,yes i do not like walmart .,1,0,0,0,0,0,1,0,0.5734635591506958,-0.12680518627166748,0.3229413330554962,0.29067444801330566,0.16780458390712738,0.42206019163131714
22,that is so nice of you . i hope you can find one soon .,thats horrible . did you tell on him ?,1,0,0,0,0,1,1,6,0.49994638562202454,0.20447170734405518,0.22095878422260284,0.1691904515028,0.16888347268104553,0.2806704044342041
23,i am sorry to hear that . i hope you can find one soon .,thats a tough situation .,1,1,0,0,0,0,4,1,0.417933851480484,0.18370871245861053,0.225871279835701,0.3642212748527527,0.2357594221830368,0.4024519920349121
24,i am sorry to hear that . i am glad you are feeling better .,"i guess it makes you appreciate things you used to take for granted , lol . but it does not last forever and is worth it .",1,1,0,0,0,0,4,8,0.2998369634151459,0.3101518154144287,0.15580512583255768,0.13229048252105713,0.14990948140621185,0.3163442611694336
25,i am sorry to hear that . maybe you can find a new one of the time .,that is a full time job raising a human,1,0,0,0,0,0,5,8,0.3255097568035126,0.09597975015640259,0.2607589066028595,0.40638911724090576,0.257296085357666,0.5675594806671143
26,i am sorry to hear that . maybe you can find a friend to meet some friends .,"oh , i am sure you are lonely . maybe you can join some kind of club that lets you meet new friends ?",1,1,0,0,0,1,5,5,0.3280635476112366,0.42149481177330017,0.23317541182041168,0.1659873127937317,0.17206580936908722,0.12112270295619965
27,i am glad you are going to do it !,"that is a good idea ! this way you can also meet friends for yourself , but also maybe meet new friend 's for your children to hang out with while you do with their moms !",1,0,0,0,0,0,1,5,1.0035284757614136,0.8943862915039062,0.2680731415748596,0.17566341161727905,0.1428103744983673,0.09804000705480576
28,that is not good . i am glad you are able to find him .,oh man . i am all about discipline ! i do not like spoiled bratty kids,1,0,0,0,0,0,4,0,0.24501504004001617,0.20843884348869324,0.1809057891368866,0.1078329086303711,0.28827497363090515,0.09801259636878967
29,i am glad you are able to do that .,"yes , i have heard some parents do not ever say no to their kids . makes no sense",1,0,0,1,0,0,1,0,0.5316678285598755,0.28964313864707947,0.3062467873096466,0.18841014802455902,0.3347243368625641,0.37096619606018066
30,oh no ! that is a scary thing to do . i would have been a little one .,ok,0,0,1,0,0,0,1,6,0.3860901892185211,-0.10115915536880493,0.29257357120513916,0.4585602581501007,0.133209690451622,0.49214106798171997
31,that is so sad . i bet you were a great time .,did things end amicably ? i hope everything is good now !,1,1,0,0,0,1,1,3,0.5559465289115906,0.45351579785346985,0.19942286610603333,0.16656911373138428,0.15744465589523315,0.1853511780500412
32,i am glad you are able to keep your own .,"i understand that , i hope things work out well for you both in the end !",1,1,0,0,0,0,1,0,0.3090899586677551,1.0158302783966064,0.32533740997314453,0.2053452730178833,0.38507789373397827,0.16581714153289795
33,that is so sad . i bet you were a great parent .,that is a very blessed day . it is something you will never forget .,1,1,0,0,0,0,1,7,0.5972923040390015,-0.015915341675281525,0.19966371357440948,0.18825608491897583,0.19349950551986694,0.2631351351737976
34,i do not think i would be in the same time .,"yes , i could not agree more . it is remarkable how your feeling suddenly change .",0,1,1,0,0,0,1,0,0.03773025423288345,0.27354103326797485,0.3220633268356323,0.257058322429657,0.4693422317504883,0.26174095273017883
35,that is great ! i am glad you have someone to help you out .,i bet that must have been nerve wracking until it happened .,1,0,0,0,0,0,1,1,0.6718573570251465,-0.005786433815956116,0.17409037053585052,0.2565523684024811,0.1404743641614914,0.4121265113353729
36,i am glad you are going to do it !,oh i am sure . i would not like to be in a situation like that . good thing everything worked out for you .,1,1,0,0,0,0,1,8,1.0035284757614136,0.14123986661434174,0.2680731415748596,0.15523086488246918,0.1428103744983673,0.11499717831611633
37,that is great . i am glad you have someone you can help .,oh really ? what happened with your family and friend then ?,1,0,0,0,0,1,1,6,0.5120662450790405,0.44178828597068787,0.1946471929550171,0.15559625625610352,0.20700562000274658,0.3146857023239136
38,that is a great thing to have . i hope you can find a good friend .,"oh wow , that is awful . stuff like that really teaches you to appreciate what you 've got and to not take it for granted .",1,1,0,0,0,0,2,1,0.4423125684261322,0.26546111702919006,0.22535310685634613,0.3300460875034332,0.20642532408237457,0.2696259319782257
39,i am sorry to hear that . i hope you are able to do it .,"i agree , someimes we just know",1,1,0,0,0,0,4,0,0.42438575625419617,0.18367448449134827,0.23153750598430634,0.259123831987381,0.2451859712600708,0.4060296416282654
40,"i agree , i think that is a lot of people .","exactly , i get that entirely !",1,0,0,1,0,0,0,0,0.19213418662548065,0.1267988085746765,0.24254171550273895,0.16911263763904572,0.5059379935264587,0.45492199063301086
41,that is awesome ! what did you do ?,that is great ! how did they surprise you ?,1,1,0,0,1,1,6,6,0.7630670070648193,0.8295942544937134,0.19759485125541687,0.14874234795570374,0.20412757992744446,0.15681692957878113
42,that is awesome ! i hope you have a great time !,"that is so sweet of them , i hope you enjoyed it !",1,1,0,0,0,0,2,2,0.2013838291168213,0.27967965602874756,0.217271089553833,0.2630355656147003,0.08609655499458313,0.2206433117389679
43,i am sorry to hear that . that is a good thing to do . i am glad you are feeling better .,"awww , that sucks man . hopefully they do not say mean things to you about being lonely .",1,1,0,0,0,0,4,1,0.19686156511306763,0.4558107554912567,0.15700314939022064,0.2131347954273224,0.10842794924974442,0.20730142295360565
44,i am sorry to hear that .,well i used to be lonely a lot but i eventually found someone . i think you will too .,1,0,0,1,0,0,4,8,0.2370942234992981,0.34068283438682556,0.21215258538722992,0.14902053773403168,0.3472554683685303,0.16798947751522064
45,i do not think i would be so excited !,"yeah that is always odd to me , before they can talk they are already unique !",0,0,0,1,0,0,1,1,0.6927540302276611,0.27364033460617065,0.27103784680366516,0.3068629205226898,0.2671441435813904,0.5521219968795776
46,i would be so excited ! i would have to be a little longer .,"that is how it goes , sometimes you can just figure them out immediately",0,0,1,0,0,0,1,5,0.5507470369338989,0.11759104579687119,0.21535420417785645,0.40449339151382446,0.15478107333183289,0.5933496952056885
47,that is so nice of you .,"i understand that one , they are my favorite place to eat",1,0,0,1,0,0,1,0,0.3247625231742859,0.057535864412784576,0.30414751172065735,0.2919307351112366,0.3427055776119232,0.2705143094062805
48,i would have been so much . i would have been so much .,that has happened to me too many times to count,0,0,1,1,0,0,1,8,0.22116485238075256,-0.20056238770484924,0.2208271473646164,0.45127201080322266,0.28220781683921814,0.3913935422897339
49,that is great . i am glad you have to have family that you have .,that must have been and intense and emotional moment for you .,1,1,0,0,0,0,1,1,0.5099320411682129,0.5068681240081787,0.1938897669315338,0.2938178777694702,0.1817208230495453,0.33982956409454346
50,i am glad you are going to do that .,"uau , what a surreal moment.i always believe kids have a lot to teach us .",1,1,0,0,0,0,1,6,0.6607851982116699,0.3611951172351837,0.25518912076950073,0.17010383307933807,0.2992307245731354,0.2164035439491272
51,i am glad you are happy to have . i hope you can find a new one of her .,i am sure it will ! i did not get along with my dad until i became an adult .,1,0,0,1,0,0,3,8,0.5305221080780029,0.22575689852237701,0.3226300776004791,0.21860851347446442,0.25179263949394226,0.18081781268119812
52,i am glad you are going to do it !,yes it did . i believe she just waited it out and tried to neutralize the conversation when we were together .,1,0,0,1,0,0,1,8,1.0035284757614136,0.6692792177200317,0.2680731415748596,0.14496323466300964,0.1428103744983673,0.2637595534324646
53,i am sorry to hear that . i hope you can find out of it .,where you not secure in your self ?,1,0,0,0,0,1,4,6,0.2729889154434204,0.009224846959114075,0.1993660032749176,0.19950121641159058,0.24736616015434265,0.5909303426742554
54,i am glad you are able to find a new one .,"you can track her down to say sorry , or would that be creepy ?",1,0,0,0,0,1,4,4,0.47294342517852783,0.2786080837249756,0.3365229368209839,0.19896505773067474,0.3654228448867798,0.567089319229126
55,i am so sorry to hear that . i hope you can find a new one of the time .,"wow , so your going to take being a bad person to the grave . maybe you will see her in the next life ?",1,0,0,0,0,1,4,5,0.408160924911499,0.3602275252342224,0.2831701636314392,0.07405561953783035,0.1929474174976349,0.2696359157562256
56,that is awesome ! i bet you are very proud of yourself !,lucky you ! that is rare . maybe one day people will think of you like that ?,1,1,0,0,0,0,2,5,0.46527644991874695,0.5508532524108887,0.12338010966777802,0.13044755160808563,0.12406126409769058,0.10550691187381744
57,"i agree , i have a few times like that .",i have something totally different . my boss is clueless to the world and have no business being a leader .,1,0,1,1,0,0,0,0,0.05536681041121483,0.32512417435646057,0.264792799949646,0.17271225154399872,0.46798524260520935,0.34989506006240845
58,"i agree , i would be so excited to have to go through that .",well i have been in the business all my life and have worked for some great people . so i pull from what i learned from them .,1,0,1,1,0,0,0,8,0.3105890452861786,0.7415626049041748,0.32898247241973877,0.1100713461637497,0.3143605887889862,0.31100332736968994
59,that is awesome ! i bet you are so proud of her !,it is crazy how quickly kiddos grow ! even in a few weeks time ! do you see your friend and her baby often ?,1,0,0,0,0,1,2,6,0.3191404342651367,1.0860260725021362,0.14629676938056946,0.14618928730487823,0.09313078224658966,0.07295484095811844
60,that is a great time to be .,that is how life goes ! different schedules and demands -- i am sure she 's so thrilled when she * does * get to see you !,1,1,0,0,0,0,1,8,0.12130767107009888,1.005677342414856,0.31367579102516174,0.0753592699766159,0.47132715582847595,0.09244641661643982
61,that is awesome ! i bet you are excited to have a great time !,"wow , that is an amazing accomplishment ! congratulations ! you got ta be feeling like you are on top of the world after that !",1,1,0,0,0,0,2,7,0.07489646971225739,0.959152340888977,0.16982275247573853,0.12610825896263123,0.09095613658428192,0.09627281129360199
62,i am glad you got it back .,"my first thought was california but then there is venice [ italy ] and then either way , that is an amazing destination !",1,0,0,0,0,0,4,8,0.25634706020355225,-0.08196116983890533,0.30716758966445923,0.12802018225193024,0.342447966337204,0.14505787193775177
63,i am glad you got it back .,"oh , wow . not only to be able to do all the running but to view the scenery !",1,0,0,0,0,0,4,1,0.25634706020355225,0.3726857006549835,0.30716758966445923,0.1763002723455429,0.342447966337204,0.2671259641647339
64,that is awesome ! i bet you were very happy !,i am sorry to hear that ! how did you find out ?,1,1,0,0,0,1,1,4,0.39344918727874756,0.6388727426528931,0.15032093226909637,0.12825794517993927,0.11969628930091858,0.13789032399654388
65,that is so sad . i hope you can find a new one soon .,"that is a real bummer , but as they say , there are plenty of fish in the sea !",1,1,0,0,0,0,3,8,0.3660126030445099,0.2563750445842743,0.2545366883277893,0.20299871265888214,0.1755092740058899,0.4189513623714447
66,i would have been so sad .,i feel the same way .,0,0,1,1,0,0,1,0,0.17706093192100525,0.27075260877609253,0.22758904099464417,0.22039015591144562,0.28273695707321167,0.28379589319229126
67,i would be too . i would be too .,i practice boxing . i love to punch the sandbags.it is very therapeutic .,0,0,1,1,0,0,1,1,0.15135104954242706,0.08751243352890015,0.21294361352920532,0.18561987578868866,0.3316735029220581,0.24297942221164703
68,i am sorry to hear that . i hope you are able to find him .,oh no that is terrible ! how did your daughter take it ?,1,1,0,0,0,1,4,6,0.23266439139842987,0.8726859092712402,0.20340073108673096,0.1778811812400818,0.2551395297050476,0.23562315106391907
69,i am sorry to hear that . i hope you are able to find her .,oh poor thing . i hope she is doing better now . losing a pet is extremely hard !,1,1,0,0,0,0,4,3,0.31243401765823364,0.17038536071777344,0.21641805768013,0.16240407526493073,0.2457815706729889,0.09630544483661652
70,that is awesome ! i love the kids !,"ooo they are gon na love it , just its expensive , i remember when it was only $ 20 to get in .",1,0,0,1,0,0,1,8,0.1614563763141632,0.21627236902713776,0.19861727952957153,0.23865506052970886,0.12851382791996002,0.2400389015674591
71,i bet that was a great time !,which one are you going to california or florida ?,1,0,0,0,0,1,1,6,0.7503107786178589,0.11821317672729492,0.24854440987110138,0.3275201916694641,0.19123336672782898,0.4451180398464203
72,that is so sad . i bet you were a great time .,cool . somethings never change . what did you reflect upon ?,1,0,0,0,0,1,1,6,0.5559465289115906,-0.17710649967193604,0.19942286610603333,0.08933819830417633,0.15744465589523315,0.1579759418964386
73,that is awesome ! i bet you were a great time .,"yeah , i miss my dad . he died several years ago . what kind of car is he looking for ?",1,0,0,1,0,1,1,6,0.705817699432373,-0.07298435270786285,0.19501401484012604,0.18875809013843536,0.1488274335861206,0.28093385696411133
74,i have never seen that one day . i am glad you are feeling .,i am trying to get into it . we have our first baby on the way and need to reorganize everything . do you have tips ?,1,0,0,1,0,1,1,6,0.35764169692993164,0.7715606689453125,0.2013886570930481,0.1628170609474182,0.22149932384490967,0.10790777206420898
75,i can not even imagine how that is . i hope you can find a new one of her .,my big thing is i am like o ' i may need that leave it out of the tote box . before i know it i have more stuff laying around then when i started .,1,0,0,1,0,0,3,5,0.07082939893007278,-0.0001287907361984253,0.3121250867843628,0.31715911626815796,0.27893608808517456,0.22478508949279785
76,i am sorry to hear that . i hope you can find a new one soon .,"well , sometimes people are busy and do not have the time to check emails",1,0,0,0,0,0,4,5,0.4390176236629486,-0.0391978919506073,0.2625240683555603,0.43408676981925964,0.2223341017961502,0.4661466181278229
77,"i agree , i have a few people who knows how you feel .","text and emails are still the best option. , until a nw way is created .",1,0,1,0,0,0,0,8,0.34574946761131287,-0.20877161622047424,0.23357945680618286,0.5465646982192993,0.4182826578617096,0.6801210641860962
78,that is terrible . i hope you can find a new one soon .,is not that what sisters are for ? what were you guys upset about ?,1,0,0,0,0,1,3,6,0.35163000226020813,0.040591537952423096,0.28123390674591064,0.08662496507167816,0.2959415912628174,0.3887694776058197
79,i am sorry to hear that .,"maybe once you feel like you can bring it up again , you can try to approach the topic from another angle .",1,0,0,0,0,0,4,5,0.2370942234992981,0.05526798591017723,0.21215258538722992,0.26955941319465637,0.3472554683685303,0.5555822849273682
80,that is a good thing to do . i am glad you are feeling better .,congratulations ! where did you travel from and where did you end up ?,1,1,0,0,0,1,1,6,0.3778364360332489,0.5321606397628784,0.16369035840034485,0.16907848417758942,0.12576067447662354,0.25825145840644836
81,that is awesome ! i hope you can find a new one soon !,"that must have been quite the culture shock , glad it all worked out though !",1,1,0,0,0,0,2,1,0.5181865692138672,0.23686785995960236,0.24277327954769135,0.20695927739143372,0.12147334218025208,0.40528932213783264
82,i agree . i have a few people who are in the world .,"i know , that actually happens to me sometimes ! last year i did not get accepted into this fellowship and for a couple of weeks i was underestimating myself a lot .",0,0,1,1,0,0,0,0,0.1480744481086731,0.30047208070755005,0.18520325422286987,0.2073238492012024,0.29350724816322327,0.23933547735214233
83,i know that feeling . i have a few times like that .,"yea for sure , i definitely learned that sometimes life just works in a funny way . when 's the last time you have been really disappointed ?",1,0,1,0,0,1,0,0,0.0937846451997757,0.49749723076820374,0.1715492457151413,0.1438758671283722,0.23205184936523438,0.07499830424785614
84,that is terrible . i am sorry to hear that .,i totally understand why he was mad . why did you tell her ?,1,0,0,0,0,1,4,0,0.42880895733833313,0.6907912492752075,0.17544624209403992,0.07741983979940414,0.26153111457824707,0.1504419893026352
85,i would be too . that is a good thing to deal with .,i guess he wanted to be available if she needed him .,0,0,0,0,0,0,1,8,0.012429051101207733,0.6789064407348633,0.18318696320056915,0.22592322528362274,0.4157191514968872,0.35971733927726746
86,that is so sad . i am glad you are okay .,what is a back neighbor ? and that is crazy !,1,0,0,0,0,1,4,6,0.47063887119293213,0.26118209958076477,0.1955210566520691,0.09211532771587372,0.15925471484661102,0.497584730386734
87,oh no ! that is a good thing to have . i hope you are able to find out of it .,oh my ! i am glad she apologized !,1,1,0,0,0,0,3,4,0.5938431024551392,0.3173619508743286,0.22739969193935394,0.22548840939998627,0.18056726455688477,0.17251653969287872
88,"i agree , i have a lot of people in the world .",i understand . i am think the same thing . what is your health issue ?,1,0,1,1,0,1,0,0,0.18552976846694946,0.3882941007614136,0.288185715675354,0.13639125227928162,0.5029702186584473,0.15090914070606232
89,"i agree , i am glad you are happy to have to work out of you .","yes , we should try to yourself heathy",1,0,0,0,0,0,0,5,0.8752598762512207,0.4689875543117523,0.20437830686569214,0.2631555497646332,0.35768744349479675,0.32590189576148987
90,that is so sad . i am glad you are able to keep them .,"oh , it sure is , i feel the same way . they grow up so fast !",1,0,0,1,0,0,1,0,0.40212419629096985,0.8672451972961426,0.21828894317150116,0.1766931116580963,0.18060117959976196,0.13704651594161987
91,i do not think i would be a little one .,one of them is ! i have an 18 year old and a 12 year old .,0,0,0,1,0,0,1,8,-0.028792783617973328,0.0881209447979927,0.3583732843399048,0.16135631501674652,0.43855929374694824,0.15575483441352844
92,that is awesome ! i bet you are very proud of yourself !,i bet you were beautiful on that day . : ) i hope that confidence has carried on since then !,1,1,0,0,0,0,2,2,0.46527644991874695,0.9140070676803589,0.12338010966777802,0.08365799486637115,0.12406126409769058,0.08966636657714844
93,that is great ! i hope you do well !,"it would be hard to replicate that day for sure , but i bet you have a lot to be confident about . you got this !",1,1,0,0,0,0,2,2,0.42234453558921814,0.7247058153152466,0.20236670970916748,0.13415716588497162,0.10962379723787308,0.14919130504131317
94,that is so nice of them .,i bet it is tough . a regular income is nice but the freedom you get from working for yourselfs is better .,1,1,0,0,0,0,1,1,0.1659647524356842,0.122120700776577,0.3267781734466553,0.10443815588951111,0.3687898516654968,0.1742485910654068
95,i am glad you are going to do that .,your so lucky . insurance is my number one worry every month .,1,1,0,1,0,0,1,8,0.6607851982116699,0.010367244482040405,0.25518912076950073,0.15598328411579132,0.2992307245731354,0.3064170181751251
96,that is so cool . i am glad you are able to do it .,oh ya ? what happened ? ? i am intrigued,1,0,0,0,0,1,1,6,0.5181326866149902,-0.21579232811927795,0.27093252539634705,0.18246090412139893,0.16861438751220703,0.21449264883995056
97,that is awesome ! i bet you were very happy !,woah plot twist . she brought him along to meet you ?,1,0,0,0,0,1,1,6,0.39344918727874756,0.80915367603302,0.15032093226909637,0.05043991282582283,0.11969628930091858,0.1990024298429489
98,that is awesome ! i hope you have a great time !,oh i love the beach ! ! which beach are you going to go to ?,1,0,0,0,0,1,2,6,0.2013838291168213,1.1065291166305542,0.217271089553833,0.10938292741775513,0.08609655499458313,0.12850390374660492
99,that is awesome ! i hope you have a great time !,"pcb is where we always go ! if you want to drive a little bit , go to hunts in pcb - it is off the beaten path but the best seafood and prices - just go early ( like 4oclock ) for dinner or you will not get in ! !",1,0,0,0,0,0,2,8,0.2013838291168213,0.8195666074752808,0.217271089553833,0.061660587787628174,0.08609655499458313,0.19822543859481812
100,that is awesome ! what did you do ?,why did not you go ?,1,0,0,0,1,1,6,6,0.7630670070648193,0.0838896855711937,0.19759485125541687,0.21765375137329102,0.20412757992744446,0.6910272836685181
101,that is awesome ! i hope you can find a new one soon !,is she always a flake ? maybe time for a new friend ?,1,0,0,0,0,1,2,5,0.5181865692138672,0.06258580088615417,0.24277327954769135,0.23414739966392517,0.12147334218025208,0.3778241276741028
102,that is so scary ! i am glad you are okay !,did he do anything to you and your mom ?,1,0,0,0,0,1,1,6,0.5053385496139526,-0.0028901025652885437,0.17918574810028076,0.32065385580062866,0.09757010638713837,0.5956547260284424
103,that is a good thing to do . i hope you can find a new one .,i am glad that nothing happened .,1,1,0,0,0,0,3,8,0.4131642282009125,0.045708514750003815,0.25522923469543457,0.25276419520378113,0.2886553704738617,0.3865606486797333
104,i am sorry to hear that . i hope you are not feeling .,"no , you did not tell me ! what happened ?",1,0,0,0,0,1,4,6,0.24128922820091248,0.47155314683914185,0.1960669904947281,0.10625515133142471,0.2449210286140442,0.6183269023895264
105,that is a good thing to have . i hope you can find a new one .,"oh no ! is she okay ? ! do not beat yourself up too much , you could not have ever imagined that she had been in an accident .",1,0,0,0,0,0,3,6,0.392850786447525,0.8609553575515747,0.2845299541950226,0.0905507504940033,0.31153038144111633,0.4819604456424713
106,oh no ! that is so nice ! i hope you can find a new one of the time !,what happened ?,1,0,0,0,0,1,1,6,0.4077921509742737,-0.12948915362358093,0.1820717304944992,0.23545560240745544,0.09939970076084137,0.7172838449478149
107,i would have been so mad !,i love fireball .,0,0,1,0,0,0,1,1,1.005621314048767,-0.11648967862129211,0.21022382378578186,0.22492650151252747,0.1868828535079956,0.29712221026420593
108,that is awesome ! what did you do ?,"no , what happened ?",1,0,0,0,1,1,6,6,0.7630670070648193,-0.16030028462409973,0.19759485125541687,0.31654638051986694,0.20412757992744446,0.7698386907577515
109,i would have been so excited !,thats horrible . will they reschedule ?,0,0,1,0,0,1,1,6,0.862138032913208,0.20719625055789948,0.23656845092773438,0.2258140742778778,0.1498202681541443,0.22649352252483368
110,oh no ! that is so sad . i hope you have a good time !,"who , tell me !",1,1,0,0,0,1,2,6,0.4678201377391815,0.25564008951187134,0.12341144680976868,0.23006409406661987,0.09070365875959396,0.41258880496025085
111,i am so sorry to hear that .,"wow , what happened ?",1,0,0,0,0,1,4,6,0.39670705795288086,-0.05422593653202057,0.2462070882320404,0.254499226808548,0.26669126749038696,0.5935320854187012
112,that is awesome ! i love that feeling that way .,that is very nice gift . did you bought anything for him for father 's day ?,1,1,0,0,0,1,1,6,0.7799545526504517,0.3582724332809448,0.19711977243423462,0.2309119999408722,0.11473348736763,0.1927640289068222
113,that is awesome ! i hope you have a great time !,that is great .,1,1,0,0,0,0,2,1,0.2013838291168213,0.21078941226005554,0.217271089553833,0.2982877790927887,0.08609655499458313,0.4971320331096649
114,that is awesome ! i hope you do well !,oh what job was the interview for ?,1,0,0,0,0,1,2,6,0.3404804766178131,-0.2776643931865692,0.21210256218910217,0.3047415018081665,0.10120537877082825,0.3264084458351135
115,that is awesome ! i hope you do well !,i think you got it man ! congratz !,1,1,0,0,0,0,2,7,0.3404804766178131,0.23743955790996552,0.21210256218910217,0.2424231767654419,0.10120537877082825,0.1474214494228363
116,what happened ?,oh my are you really serious ?,0,0,0,0,1,1,6,6,-0.12948915362358093,0.335671067237854,0.23545560240745544,0.17343635857105255,0.7172838449478149,0.5023787021636963
117,i would be too . i would be too .,i am very glad it has a happy ending . sounds a bit scary,0,1,1,0,0,0,1,1,0.15135104954242706,-0.2517755627632141,0.21294361352920532,0.30464643239974976,0.3316735029220581,0.13570834696292877
118,that is a good thing to have . i hope you are able to find out of it .,"oh no , what did you do ?",1,0,0,0,0,1,3,6,0.3232680857181549,0.048864416778087616,0.267488956451416,0.26521962881088257,0.2925872802734375,0.5297483205795288
119,that is a good thing to have . i hope you can find a new one of the time .,did you ever tell your friend ?,1,0,0,0,0,1,3,6,0.30951544642448425,0.21548493206501007,0.26738420128822327,0.273467093706131,0.2742442786693573,0.6864697933197021
