Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
7.78,55.68,75.29,62.76,27.99,"PearsonRResult(statistic=-0.01636313954331281, pvalue=0.23545045528176523)","PearsonRResult(statistic=0.0010066096748768249, pvalue=0.9418212723416529)","PearsonRResult(statistic=0.07064207257449559, pvalue=2.9271334684604694e-07)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
10,that ' s so sad !! did they have a great time ?,That is nice of you. What did you do?,1,1,0,0,1,1,6,6,0.46731677651405334,-0.044905439019203186,0.07245752960443497,0.5297918319702148,0.1075470894575119,0.4766899049282074
11,that is so fun ! did you enjoy that ?,Which one?,1,0,0,0,1,1,6,6,0.7538082599639893,-0.02541298419237137,0.18805091083049774,0.5325542092323303,0.18693473935127258,0.5819387435913086
12,i think he is the best of people,"He will, I have faith.",1,0,0,0,0,0,8,0,0.12409983575344086,0.037301093339920044,0.2685462534427643,0.5691633820533752,0.22644680738449097,0.4975828230381012
13,are you doing your favorite game ?,No problem. What kind of work does he do?,0,0,0,0,1,1,6,6,0.1543724089860916,0.21925504505634308,0.4020102024078369,0.6098313927650452,0.5200992822647095,0.6534850597381592
14,"oh , was it serious ?",Thats not good. Do you own a gun?,0,0,0,0,1,1,6,6,-0.04046262800693512,0.046068061143159866,0.25765910744667053,0.6309509873390198,0.5781341791152954,0.718472957611084
15,"i can ' t imagine how to be , i am so happy , but i ' m",That is always number one goal.,1,0,1,0,0,0,8,0,-0.12428110837936401,-0.09806551039218903,0.32181477546691895,0.4986228942871094,0.27896225452423096,0.620232343673706
16,"that sounds like you have have a great parent , but i love that too .",3 years is a long time. How come?,1,0,0,0,0,1,1,6,0.4557887315750122,-0.10433076322078705,0.3151739239692688,0.5574742555618286,0.43812087178230286,0.6504107713699341
17,i agree . that ' s nice to see your family .,"Oh I see. They must miss you, too.",1,1,0,0,0,0,0,1,-0.07971283793449402,0.010232001543045044,0.09419728815555573,0.5258216261863708,0.2644459009170532,0.39976006746292114
18,what did he go ?,That isn't very nice.,0,0,0,0,1,0,6,1,-0.014093905687332153,-0.11483034491539001,0.24224978685379028,0.5449047088623047,0.6219837069511414,0.6285017132759094
19,that is good to hear . it is not good way to lose their family .,Yes. I do not have a Facebook.,1,0,0,1,0,0,1,0,0.09065927565097809,-0.30963778495788574,0.1895596832036972,0.6031391620635986,0.4308806359767914,0.6062334179878235
20,oh no ! you had to pay it fixed ?,Thats horrible.,0,1,0,0,1,0,6,1,0.36473438143730164,-0.09097778797149658,0.09937911480665207,0.602270781993866,0.3858203887939453,0.6146973371505737
21,what did you do ?,Yes I do not like walmart.,0,0,0,1,1,0,6,0,0.0404302217066288,-0.24475499987602234,0.24497480690479279,0.5332241654396057,0.6496802568435669,0.6429256200790405
22,oh that ' s really nice you had any friends . they did good for they ?,Thats horrible. Did you tell on him?,1,1,0,0,1,1,6,6,-0.2197636365890503,0.10400211066007614,0.06282089650630951,0.5542203187942505,0.25018471479415894,0.5931561589241028
23,i can imagine,Thats a tough situation.,0,1,0,0,0,0,8,1,-0.2612646222114563,-0.13467052578926086,0.36938923597335815,0.5615820288658142,0.3473418354988098,0.5600883960723877
24,what is your favorite concert ?,"I guess it makes you appreciate things you used to take for granted, lol. But it doesn't last forever and is worth it. .",0,1,0,0,1,0,6,8,0.07876431196928024,0.5718225240707397,0.30303338170051575,0.6071324944496155,0.3920329511165619,0.342896044254303
25,it ' s good to hear that .,That's a full time job raising a human.,1,0,0,0,0,0,1,1,-0.2193666696548462,0.25917747616767883,0.2516050934791565,0.5752497315406799,0.4074386656284332,0.6324868202209473
26,i ' m sorry to hear that . did you have a lot of friends now ?,"Oh, I'm sure you are lonely. Maybe you can join some kind of club that lets you meet new friends?",1,1,0,0,1,1,4,5,-0.09802410006523132,0.3129841983318329,0.1950746774673462,0.5762180685997009,0.19606134295463562,0.4536897540092468
27,well i know how you feel . sometimes people make you feel much you can do with some,"That's a good idea! This way you can also meet friends for yourself, but also maybe meet new friend's for your children to hang out with while you do with their moms!",1,0,0,0,0,0,0,5,0.1901126503944397,1.3015480041503906,0.17937326431274414,0.3332729935646057,0.12196362018585205,0.14621210098266602
28,"oh , that ' s sad . i ' m sure they are just trying to help him",oh man. i'm all about discipline! I don't like spoiled bratty kids.,1,0,0,0,0,0,1,0,-0.325082927942276,0.2239021360874176,0.2685583829879761,0.21400660276412964,0.14852869510650635,0.11025691032409668
29,thats a bad way to have .,"yes, i've heard some parents don't ever say no to their kids. makes no sense.",0,0,0,1,0,0,8,0,-0.016676269471645355,0.025278229266405106,0.3977719247341156,0.33321160078048706,0.5740193128585815,0.2738795876502991
30,oh man that is too disgusting !,ok.,0,0,0,0,0,0,1,6,0.30179983377456665,-0.06600461900234222,0.24863481521606445,0.43260636925697327,0.3169521391391754,0.4379163980484009
31,that was nice of your parents !,Did things end amicably? I hope everything is good now!,1,1,0,0,0,1,1,3,0.19173499941825867,0.3829157054424286,0.2673436105251312,0.5793002247810364,0.4479696452617645,0.27743417024612427
32,thats horrible but hopefully you can help yourself to help them,"I understand that, I hope things work out well for you both in the end!",1,1,0,0,0,0,3,0,-0.02170928567647934,0.6246753931045532,0.4989880323410034,0.5427870750427246,0.3097601532936096,0.22465932369232178
33,thats good to hear . it would be really amazing,That is a very blessed day. It is something you will never forget.,1,1,0,0,0,0,1,7,0.04739469662308693,-0.06175914406776428,0.37164703011512756,0.5309324860572815,0.12996093928813934,0.4282824695110321
34,that is so sweet news ! i have the best time .,"Yes, I couldn't agree more. It is remarkable how your feeling suddenly change.",1,1,0,0,0,0,1,0,0.6949505805969238,-0.1638999581336975,0.18748857080936432,0.5579285025596619,0.12561285495758057,0.4282131493091583
35,"well , i know it is like that you were able to get it back and you should",I bet that must have been nerve wracking until it happened.,1,0,0,0,0,0,0,1,0.35398706793785095,-0.17294937372207642,0.3300064504146576,0.5625568628311157,0.47184300422668457,0.5388636589050293
36,i am sure it worked out for this time .,Oh I'm sure. I would not like to be in a situation like that. Good thing everything worked out for you.,0,1,0,0,0,0,8,8,0.48467984795570374,0.30454230308532715,0.30352699756622314,0.5625403523445129,0.29840922355651855,0.3438010811805725
37,that sounds like a good trip . what kind of dog was it ?,Oh really? What happened with your family and friend then?,1,0,0,0,1,1,6,6,0.191336989402771,-0.007515266537666321,0.21264243125915527,0.5647130608558655,0.45861709117889404,0.5489872694015503
38,i hope everything goes well .,"Oh wow, that's awful. Stuff like that really teaches you to appreciate what you've got and to not take it for granted.",1,1,0,0,0,0,2,1,-0.05401983857154846,0.03563765436410904,0.2620348036289215,0.5689956545829773,0.3063255250453949,0.36742982268333435
39,what do you believe it you do ?,"I agree, someimes we just know.",0,0,0,0,1,0,6,0,0.14813050627708435,0.10060195624828339,0.14629317820072174,0.4775918126106262,0.6557598114013672,0.589651882648468
40,the way to do that to be safe !,"exactly, i get that entirely!",0,0,0,1,0,0,8,0,0.2121332883834839,0.05301429703831673,0.17092493176460266,0.33465576171875,0.5331635475158691,0.25411176681518555
41,that is nice .,That's great! How did they surprise you?,0,1,0,0,0,1,1,6,0.11715731024742126,0.13308896124362946,0.3033702075481415,0.49445846676826477,0.5601961016654968,0.36706364154815674
42,that ' s great to hear . did you take your wedding ?,"That is so sweet of them, I hope you enjoyed it!",1,1,0,0,1,0,6,2,-0.10397449135780334,0.0006159171462059021,0.18047203123569489,0.5084054470062256,0.3731536567211151,0.23234012722969055
43,"yeah , i hate it so the same situation .","Awww, That sucks man. Hopefully they don't say mean things to you about being lonely.",0,1,1,0,0,0,0,1,-0.07269731163978577,0.35670220851898193,0.3893522620201111,0.46801483631134033,0.5829669237136841,0.3669753968715668
44,i am not sure its too . i think that will be very difficult .,Well i used to be lonely a lot but i eventually found someone. I think you will too.,0,0,0,1,0,0,1,8,0.04922110587358475,-0.03910604864358902,0.2284860461950302,0.4154207408428192,0.20282161235809326,0.3916003406047821
45,i would be too .,"Yeah that is always odd to me, before they can talk they are already unique!",0,0,1,1,0,0,1,1,-0.19416484236717224,0.189303457736969,0.20701263844966888,0.4710049033164978,0.44736555218696594,0.5694994926452637
46,"well , well that ' s a good kid and how old is he ? have you been","That is how it goes, sometimes you can just figure them out immediately.",0,0,0,0,1,0,6,5,-0.11358574032783508,0.1762540638446808,0.20997625589370728,0.594399631023407,0.39406096935272217,0.6491974592208862
47,i bet you was so scared !!,"I understand that one,they are my favorite place to eat.",0,0,0,1,0,0,1,0,1.0123810768127441,0.07169437408447266,0.19578664004802704,0.5664476156234741,0.14438626170158386,0.593407154083252
48,wow . you could get back on those ones .,That has happened to me too many times to count.,0,0,0,1,0,0,8,8,0.06887789070606232,-0.164058119058609,0.17289181053638458,0.6099715232849121,0.39432182908058167,0.5033211708068848
49,my daughter too . i bet the first day was a good job .,That must have been and intense and emotional moment for you.,0,1,1,0,0,0,1,1,0.03502153605222702,-0.05305899679660797,0.16491644084453583,0.538913905620575,0.27914196252822876,0.4286760091781616
50,thats good for you .,"Uau, what a surreal moment.I always believe kids have a lot to teach us.",1,1,0,0,0,0,8,6,0.5207419395446777,0.1820935606956482,0.3788241147994995,0.5383649468421936,0.3515872359275818,0.42665258049964905
51,is it a new one ?,I'm sure it will! I didn't get along with my dad until i became an adult.,0,0,0,1,1,0,6,8,0.008229106664657593,-0.11313870549201965,0.3106478154659271,0.4143359363079071,0.7468740940093994,0.2426549792289734
52,i bet he appreciates you the best !,Yes it did. I believe she just waited it out and tried to neutralize the conversation when we were together. .,1,0,0,1,0,0,2,8,1.0506232976913452,0.24883727729320526,0.22454795241355896,0.5090650916099548,0.16052351891994476,0.5633037090301514
53,what kind of job ?,Where you not secure in your self?,0,0,0,0,1,1,6,6,-0.0012578368186950684,0.10426737368106842,0.23526422679424286,0.48531508445739746,0.7613965272903442,0.45561888813972473
54,oh wow so did you have to get a lot ?,"You can track her down to say sorry, or would that be creepy?",0,0,0,0,1,1,6,6,0.40698859095573425,0.20490166544914246,0.31374436616897583,0.5275693535804749,0.4777052104473114,0.49015501141548157
55,that ' s a terrible thing . i would be sorry that happened to you .,"Wow, so your going to take being a bad person to the grave. Maybe you'll see her in the next life?",1,0,0,0,0,1,4,5,-0.21927708387374878,-0.022700220346450806,0.1343991756439209,0.5478565692901611,0.19344273209571838,0.5129717588424683
56,that is great .,Lucky you! That is rare. Maybe one day people will think of you like that?,1,1,0,0,0,0,1,5,0.21078941226005554,0.13175302743911743,0.2982877790927887,0.5245318412780762,0.4971320331096649,0.3385511636734009
57,good for him !,I have something totally different. My boss is clueless to the world and have no business being a leader. .,1,0,0,1,0,0,1,0,0.19785472750663757,-0.03570600599050522,0.28616178035736084,0.6043601632118225,0.45285332202911377,0.6337904334068298
58,"i understand , well i hope so well .",Well I've been in the business all my life and have worked for some great people. So I pull from what I learned from them.,1,0,0,1,0,0,0,8,0.20658829808235168,0.43655917048454285,0.2895905375480652,0.5114933252334595,0.5179032683372498,0.4823424816131592
59,oh my ! that is so sweet ! how was it ?,It's crazy how quickly kiddos grow! Even in a few weeks time! Do you see your friend and her baby often?,1,0,0,0,1,1,6,6,0.9722987413406372,1.2469433546066284,0.15815035998821259,0.3193318247795105,0.15091487765312195,0.14815403521060944
60,that ' s awesome . she ' re the same thing . i ' m glad it works,That is how life goes! Different schedules and demands -- I'm sure she's so thrilled when she *does* get to see you!,1,1,1,0,0,0,1,8,-0.6321601867675781,0.5594971179962158,0.20949703454971313,0.31994667649269104,0.12130725383758545,0.12944073975086212
61,wow you must be so nervous .,"Wow, that is an amazing accomplishment!  Congratulations!  You gotta be feeling like you're on top of the world after that!",0,1,0,0,0,0,1,7,0.2378389835357666,0.010792635381221771,0.1756940484046936,0.4645939767360687,0.33729439973831177,0.35816827416419983
62,that ' s great ! it ' s very exciting .,"My first thought was ""California"" but then there's Venice [Italy] and then either way, that's an amazing destination!",1,0,0,0,0,0,1,8,-0.5055849552154541,0.011205192655324936,0.10165373980998993,0.283281147480011,0.2607191503047943,0.1957434117794037
63,i don ' t understand your boss .,"Oh, wow.  Not only to be able to do all the running but to view the scenery!",0,0,0,0,0,0,6,1,0.2259904146194458,-0.16678592562675476,0.21530376374721527,0.4823893904685974,0.5657302141189575,0.5534915924072266
64,why did he say ?,I'm sorry to hear that! How did you find out? .,0,1,0,0,1,1,6,4,-0.11228486895561218,0.054524682462215424,0.18532168865203857,0.5576096177101135,0.6665267944335938,0.46828657388687134
65,"oh , i bet she is a tough parent .","That's a real bummer, but as they say, there are plenty of fish in the sea!",0,1,0,0,0,0,2,8,0.18383926153182983,0.06525802612304688,0.28504735231399536,0.5475782752037048,0.42542222142219543,0.34193333983421326
66,oh no ! i see it ' s always tough to happen to me a little annoying when,I feel the same way.,1,0,1,1,0,0,1,0,-0.39646872878074646,-0.13443034887313843,0.2667723000049591,0.532980740070343,0.07284267246723175,0.34076276421546936
67,i hate to hear that . i hate them are amazing ! i am glad you are a,I practice boxing. I love to punch the sandbags.It is very therapeutic.,1,0,0,1,0,0,1,1,0.19964438676834106,-0.26374146342277527,0.12101195752620697,0.4992618262767792,0.11174510419368744,0.6461268663406372
68,was it a good dog ? have you still been a dog ?,Oh no that is terrible!  How did your daughter take it?,0,0,0,0,1,1,6,6,-0.13175812363624573,0.22338688373565674,0.22649632394313812,0.47252771258354187,0.494049996137619,0.4406491816043854
69,i am sorry for your loss . i hope the dog gets better as it is okay .,Oh poor thing.  I hope she is doing better now.  Losing a pet is extremely hard!,1,1,0,0,0,0,3,3,0.04227874428033829,-0.33520570397377014,0.20170241594314575,0.6288775205612183,0.14621250331401825,0.27833035588264465
70,i can imagine ! what is the game,"ooo they are gonna love it, just its expensive, I remember when it was only $20 to get in.",0,0,0,1,1,0,6,8,-0.12005919218063354,0.1828732192516327,0.3406820297241211,0.4465918242931366,0.2837407886981964,0.37286946177482605
71,oh ! i have never seen a kid before .,Which one are you going to California or Florida ?,0,0,0,0,0,1,8,6,0.059731002897024155,0.010491080582141876,0.23259037733078003,0.3340654969215393,0.2802601456642151,0.733060359954834
72,thats cool . do you have a good time ?,Cool.  Somethings never change.  What did you reflect upon?,1,0,0,0,1,1,6,6,0.24662138521671295,0.8760099411010742,0.28072208166122437,0.5978384613990784,0.13337859511375427,0.5178877711296082
73,"nice . that is a lot of money , i love car .","Yeah, I miss my dad.  He died several years ago.  What kind of car is he looking for?",0,0,0,1,0,1,1,6,0.028630070388317108,-0.016474083065986633,0.20488649606704712,0.713667631149292,0.4541627764701843,0.47492364048957825
74,what kind of cake is she ?,I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? .,0,0,0,1,1,1,6,6,0.13515633344650269,0.9894564151763916,0.26338809728622437,0.359241783618927,0.6170289516448975,0.18877381086349487
75,"that was a good feeling to have , i would be scared to do that too !",My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started.,1,0,1,1,0,0,1,5,0.4280259907245636,-0.19030651450157166,0.35355281829833984,0.45357704162597656,0.25565463304519653,0.42800766229629517
76,do you feel bad about you ?,"Well, sometimes people are busy and don't have the time to check emails.",0,0,0,0,1,0,6,5,0.03137227147817612,0.09426768124103546,0.24081499874591827,0.7286602258682251,0.635722279548645,0.6176097393035889
77,you should do it out .,"Text and emails are still the best option., until a nw way is created.",0,0,0,0,0,0,5,8,0.24081537127494812,0.26003390550613403,0.268003910779953,0.47012826800346375,0.571942925453186,0.5929754972457886
78,"oh no , i have happened to me too . did you make it in the police at",Isn't that what sisters are for?  What were you guys upset about?,0,0,1,0,1,1,8,6,0.18594178557395935,0.2616649270057678,0.2406955361366272,0.5184159278869629,0.2928854823112488,0.4914264678955078
79,"yes , he ' s not too too old . you ' re doing it to find a","Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",0,0,0,0,0,0,8,5,-0.37996146082878113,0.12994438409805298,0.16376438736915588,0.5863020420074463,0.1697942614555359,0.5298088192939758
80,"oh , that is nice of you .",Congratulations! Where did you travel from and where did you end up?,1,0,0,0,0,1,1,7,0.3112497329711914,0.04090456664562225,0.34303173422813416,0.440883994102478,0.45561638474464417,0.35679468512535095
81,are you getting a lot of work ?,"That must have been quite the culture shock, glad it all worked out though!",0,0,0,0,1,0,6,1,0.125167578458786,0.018447749316692352,0.3414067029953003,0.4675050973892212,0.5564100742340088,0.37959304451942444
82,that is a good thing to do that,"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.",1,0,0,1,0,0,1,0,0.05405198410153389,0.025550901889801025,0.3532385528087616,0.4052116274833679,0.47122886776924133,0.16421683132648468
83,i hope he needs it in the future .,"Yea for sure, I definitely learned that sometimes life just works in a funny way. When's the last time you have been really disappointed? .",0,0,0,0,0,1,2,0,0.034252457320690155,0.21250775456428528,0.2652725875377655,0.47892314195632935,0.3389910161495209,0.26925036311149597
84,why did he make it ?,I totally understand why he was mad. Why did you tell her?,0,0,0,0,1,1,6,6,-0.06275640428066254,0.12433819472789764,0.29478973150253296,0.4585157036781311,0.6571580171585083,0.4216195046901703
85,"i ' m glad he was ok , i ' m sorry you are in that ?",I guess he wanted to be available if she needed him.,1,0,0,0,1,0,4,8,0.21390488743782043,0.1448788344860077,0.2129559963941574,0.5842198729515076,0.4620359241962433,0.5141065716743469
86,"i am so sorry to hear that , i guess it was a little bad thing .",What is a back neighbor? And that is crazy!,1,0,0,0,0,1,4,6,-0.0946442037820816,0.07068710029125214,0.288720041513443,0.5716599225997925,0.29926925897598267,0.4784819483757019
87,wow ! that is horrible . i hate when that happens with your mom is so annoying .,Oh my! I'm glad she apologized!,1,1,1,0,0,0,1,4,0.36694368720054626,-0.15926042199134827,0.12527412176132202,0.47441357374191284,0.09025868028402328,0.2647968530654907
88,i know what you mean . i hope you get to the doctor about it soon .,I understand. I am think the same thing. What is your health issue?,1,1,0,1,0,1,0,0,0.6104726791381836,0.01812770962715149,0.12071068584918976,0.46694326400756836,0.20933479070663452,0.416798859834671
89,oh my god ! i love my dad too .,"Yes, we should try to yourself heathy.",0,0,1,0,0,0,0,0,0.15311037003993988,0.045680880546569824,0.19790314137935638,0.40821680426597595,0.17509405314922333,0.505424976348877
90,you must be so proud of them . i love it !,"Oh, it sure is, I feel the same way. They grow up so fast! .",1,0,0,1,0,0,1,0,0.5229499340057373,0.3961910307407379,0.17207643389701843,0.5139819979667664,0.14099889993667603,0.22660481929779053
91,"oh my gosh , that ' s awesome ! how old are you ?",One of them is! I have an 18 year old and a 12 year old.,1,0,0,1,1,0,6,8,1.0698362588882446,0.43924933671951294,0.10980673134326935,0.4110355079174042,0.1742738038301468,0.17529530823230743
92,it is always nice to do that,I bet you were beautiful on that day. :) I hope that confidence has carried on since then!,1,1,0,0,0,0,1,2,-0.025554604828357697,0.7875033617019653,0.34921354055404663,0.4989066421985626,0.3447742462158203,0.13831056654453278
93,that is very sweet of you . i guess i ' ve never had one day .,"It would be hard to replicate that day for sure, but I bet you have a lot to be confident about. You got this!",1,1,0,0,0,0,8,2,0.21160194277763367,0.4772016108036041,0.25120946764945984,0.47168105840682983,0.19088098406791687,0.275604784488678
94,i bet the same day .,I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. .,0,1,1,0,0,0,2,1,-0.3357292413711548,0.22033390402793884,0.2580070197582245,0.5423641204833984,0.46163105964660645,0.5375688076019287
95,you are a great friend .,Your so lucky. Insurance is my number one worry every month. .,1,1,0,1,0,0,1,8,0.1974887251853943,0.019301272928714752,0.28452426195144653,0.49018436670303345,0.3182410001754761,0.47639739513397217
96,i am sorry to hear that . what happened ?,Oh ya? What happened?? I'm intrigued.,1,0,0,0,1,1,4,6,0.348676472902298,0.1726575344800949,0.14791187644004822,0.4293038249015808,0.319602906703949,0.35676342248916626
97,i hope you guys did . did you find it ?,Woah plot twist. She brought him along to meet you? .,1,0,0,0,1,0,6,6,0.5197968482971191,0.46736451983451843,0.21702036261558533,0.34178072214126587,0.28856706619262695,0.5511757135391235
98,that sounds like a wonderful idea . i ' m very happy for you !,OH I love the beach!!  Which beach are you going to go to?,1,0,0,0,0,1,1,6,0.31057581305503845,0.9794648885726929,0.1584862321615219,0.2056032121181488,0.10585238039493561,0.22985681891441345
99,that sounds fun ! what ' s the beach !,"PCB is where we always go! If you want to drive a little bit, go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!",1,0,0,0,0,0,1,8,-0.3034241497516632,0.6590309143066406,0.10777293145656586,0.08638836443424225,0.1094953715801239,0.09124752879142761
100,"wow , did it go ?",Why didn't you go?,0,0,0,0,1,1,6,6,0.04045870155096054,0.015385627746582031,0.31162258982658386,0.5141109228134155,0.5793353319168091,0.5801147222518921
101,that would be really embarrassing .,Is she always a flake? Maybe time for a new friend?,0,0,0,0,0,1,1,5,-0.25068604946136475,0.25271397829055786,0.313132107257843,0.5638764500617981,0.5450176000595093,0.40744730830192566
102,oh wow . i ' m sure you had to see him .,Did he do anything to you and your mom?,0,0,0,0,0,1,8,6,-0.021311625838279724,-0.03220610320568085,0.16024315357208252,0.5675745606422424,0.18005159497261047,0.4898050129413605
103,haha that is funny ! i ' m sure he didn ' t have a new time !,I am glad that nothing happened.,0,0,0,0,0,0,8,8,1.066329002380371,-0.15391281247138977,0.06690312922000885,0.5806514620780945,0.15087144076824188,0.5673035383224487
104,it sounds like she felt that,"No, you didn't tell me! What happened?",0,0,0,0,0,1,1,6,-0.08080856502056122,0.23813241720199585,0.34462058544158936,0.5305525660514832,0.2695908844470978,0.5421924591064453
105,did she find out ?,"Oh no! Is she okay?! Don't beat yourself up too much, you couldn't have ever imagined that she had been in an accident.",0,0,0,0,1,0,6,6,0.10031197965145111,0.0896773710846901,0.263912558555603,0.525883138179779,0.7394784688949585,0.532407283782959
106,how did it go ?,What happened?,0,0,0,0,1,1,6,6,0.04986758530139923,-0.03741440176963806,0.22812801599502563,0.5492891669273376,0.6976081132888794,0.5849944353103638
107,how do you have to do it ?,I love Fireball.,0,0,0,0,1,0,6,1,0.21285733580589294,-0.10625599324703217,0.2596837282180786,0.48361852765083313,0.653066873550415,0.4721015393733978
108,why was he a long time ? i think it ' s not good to hear that !,"No, what happened?",0,0,0,0,1,1,6,6,-0.2622254192829132,-0.030580654740333557,0.052551425993442535,0.5720681548118591,0.24979856610298157,0.6234506368637085
109,i ' m sorry to hear that . was he ok ? i would be too bad,Thats horrible. Will they reschedule?,1,1,0,0,1,1,4,6,0.09678453207015991,0.08260023593902588,0.16910439729690552,0.606368899345398,0.12897229194641113,0.5621216297149658
110,i ' m sorry to hear that .,"Who, tell me!",1,0,0,0,0,0,4,6,-0.2056819200515747,0.1952943503856659,0.265927255153656,0.5142298340797424,0.2675325572490692,0.4462960660457611
111,"oh , what kind of car ?","Wow, what happened?",0,0,0,0,1,1,6,6,-0.2514435946941376,-0.1116020530462265,0.21137477457523346,0.5634841322898865,0.5012544393539429,0.4999236762523651
112,"oh , that ' s a great thing to have . did you get the gifts ?",That is very nice gift. Did you bought anything for him for Father's day?,1,1,0,0,1,1,6,6,0.19275428354740143,0.09613414853811264,0.3525497317314148,0.5320154428482056,0.405544251203537,0.4768160283565521
113,nice ! i ' m glad they have a very nice time .,That is great.,1,1,0,0,0,0,1,1,0.20932328701019287,-0.06242913007736206,0.194618821144104,0.522394061088562,0.19430845975875854,0.5050586462020874
114,"thats awesome , did you go to a chance ?",Oh what job was the interview for?,1,0,0,0,1,1,6,6,0.517464280128479,-0.049711234867572784,0.39102795720100403,0.5418683886528015,0.424447625875473,0.45923277735710144
115,"wow , good that you are a good job !",I think you got it man! Congratz!,1,1,0,0,0,0,1,7,0.4179323613643646,0.2152155190706253,0.23201346397399902,0.42329660058021545,0.3973636329174042,0.3277279734611511
116,"oh my gosh , were you scared ?",oh my  are you really serious?,0,0,0,0,1,0,6,6,0.4064655900001526,0.09466161578893661,0.2502787411212921,0.3203127980232239,0.28587090969085693,0.3010788559913635
117,"that sounds scary , i ' m sure your brother was okay .",I am very glad it has a happy ending. Sounds a bit scary.,1,1,0,0,0,0,1,1,0.036530300974845886,-0.22742894291877747,0.3073880672454834,0.6023755669593811,0.3527314066886902,0.45076367259025574
118,wow ! how old would you do that ?,"Oh no, what did you do?",0,0,0,0,1,1,6,6,0.47051283717155457,-0.07085093855857849,0.19700393080711365,0.5316253304481506,0.3076458275318146,0.5858449935913086
119,i agree . did he say what did for that ?,Did you ever tell your friend?  .,0,0,0,0,1,1,0,6,0.4098426103591919,0.4163703918457031,0.07035919278860092,0.376986026763916,0.4187120199203491,0.8381319046020508
120,that ' s the worst . did you get that ?,"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer.",0,1,0,1,1,0,6,0,-0.14335405826568604,-0.07940547168254852,0.12276019155979156,0.5520614981651306,0.5516824722290039,0.21502703428268433
