Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
60,I bet you felt really bad.  I'm sorry to hear that.,I'm sorry to hear that! How did you find out? ,1,1,0,0,0,1,4,4,0.33207064867019653,0.2266402393579483,0.644565761,0.4034728407859802,0.37409818172454834,0.3589313328266144
61,That's sad. Hopefully she will move on soon.,"That's a real bummer, but as they say, there are plenty of fish in the sea!",1,1,0,0,0,0,3,8,-0.169901773,0.065257534,0.5159277319908142,0.5475783944129944,0.4386252462863922,0.3419336676597595
62,"Yes, bullying is bad. But it is an unfortunate thing to see.",I feel the same way.,1,0,0,1,0,0,8,0,-0.239599407,-0.134430364,0.5865837931632996,0.5329806804656982,0.560958743,0.340762734
63,I agree. It's hard to express a negative emotion.,I practice boxing. I love to punch the sandbags.It is very therapeutic.,1,0,0,1,0,0,0,1,-0.18465513,-0.263741195,0.5410743951797485,0.49926185607910156,0.4660120904445648,0.6461267471313477
64,"Oh no, I'm so sorry!  I know how hard that can be.  I hope you find her and are very happy with your daughter!",Oh no that is terrible!  How did your daughter take it?,1,0,0,0,0,1,4,6,0.3729129135608673,0.22338756918907166,0.5441434979438782,0.47252771258354187,0.18992574512958527,0.44064903259277344
65,That is terrible.  I hope she is okay.  I hope you can get her back home.,Oh poor thing.  I hope she is doing better now.  Losing a pet is extremely hard!,1,1,0,0,0,0,3,3,0.1253431737422943,-0.335205227,0.6900414824485779,0.62887758,0.3623424768447876,0.2783302068710327
66,I bet it was great to hear that you are still alive.,Cool.  Somethings never change.  What did you reflect upon?,1,0,0,0,0,1,1,6,-0.125229061,0.8760093450546265,0.5774809718132019,0.5978382229804993,0.5173264741897583,0.5178878903388977
67,That is good to hear.  What kind of car is it?,"Yeah, I miss my dad.  He died several years ago.  What kind of car is he looking for?",1,0,0,1,1,1,6,6,0.23638056218624115,-0.016473763,0.6021604537963867,0.7136678099632263,0.5137739181518555,0.47492364048957825
68,I love organizing things.  I am happy for you!,I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? ,1,0,0,1,0,1,1,6,-0.027217336,1.0849641561508179,0.4751821458339691,0.3105088472366333,0.35975849628448486,0.18822035193443298
69,I do have a few but I have to use them in my own apartment.  I hope it goes well!   ,My big thing is i'm like O' I may need that leave it out of the tote box. Before I know it I have more stuff laying around then when I started.,1,0,1,1,0,0,2,5,-0.351327688,-0.190306991,0.21486982703208923,0.45357710123062134,0.3989553153514862,0.4280076324939728
70,"Yeah, it really is annoying.","Well, sometimes people are busy and don't have the time to check emails",0,0,1,0,0,0,0,5,-0.121084481,0.15356896817684174,0.5289345383644104,0.6152769923210144,0.5379512310028076,0.5300459861755371
71,It's better to use a phone app that's free.,"Text and emails are still the best option., until a nw way is created.",0,0,0,0,0,0,8,8,-0.16622141,0.26003387570381165,0.6446657776832581,0.47012844681739807,0.609808087,0.592975378
72,What did you do?,Isn't that what sisters are for?  What were you guys upset about?,0,0,0,0,1,1,6,6,-0.043326631,0.2616647481918335,0.5326240062713623,0.5184163451194763,0.5758318305015564,0.49142634868621826
73,"Oh, I see.  I hope you guys can work things out.  That can be tough.","Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",1,0,0,0,0,0,3,5,0.7130324840545654,0.12994521856307983,0.6643217206001282,0.5863020420074463,0.3600471317768097,0.5298088788986206
74,That's a very tough situation. I hope it works out for you!,Congratulations! Where did you travel from and where did you end up?,1,0,0,0,0,1,3,7,0.4111792743206024,0.040905029,0.5185996294021606,0.440883607,0.25049999356269836,0.3567945957183838
75,Wow that's a great way to start your life. I hope you have a great time!,"That must have been quite the culture shock, glad it all worked out though!",1,0,0,0,0,0,2,1,0.18847180902957916,0.018447421491146088,0.4902125298976898,0.46750515699386597,0.26579391956329346,0.3795931339263916
76,"I agree, it's sad when people don't know what they can do.","I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.",1,0,1,1,0,0,0,0,-0.076527283,0.025550894,0.5961521863937378,0.4052116274833679,0.4589937627315521,0.16421669721603394
77,That's true. I've been there. It's hard to learn to be more confident in yourself.,"Yea for sure, I definitely learned that sometimes life just works in a funny way. When's the last time you have been really disappointed? ",1,0,1,0,0,1,0,0,0.386331171,0.41692399978637695,0.5129479765892029,0.47895628213882446,0.31092965602874756,0.2291535884141922
78,"Oh no, I hope he didn't get upset!",I totally understand why he was mad. Why did you tell her?,0,0,0,0,0,1,1,6,-0.025420979,0.12433739006519318,0.5573718547821045,0.4585154056549072,0.36428967118263245,0.4216195046901703
79,I'm sorry to hear that. It's good that you're understanding what's going on.,I guess he wanted to be available if she needed him.,1,0,0,0,0,0,4,8,-0.200223833,0.14487946033477783,0.5886776447296143,0.5842198729515076,0.39620867371559143,0.5141067504882812
80,Wow. That is pretty annoying.,What is a back neighbor? And that is crazy!,1,0,0,0,0,1,1,6,-0.268375784,0.07068707,0.5676916837692261,0.5716601014137268,0.484143466,0.47848188877105713
81,That is so nice of you to forgive her.,Oh my! I'm glad she apologized!,1,1,0,0,0,0,1,4,-0.119014293,-0.159260795,0.48349303007125854,0.4744136333465576,0.34418293833732605,0.2647969424724579
82,I think that's true for a lot of people. I don't know why people do it so much.,I understand. I am think the same thing. What is your health issue?,0,1,1,1,0,1,8,0,-0.151655972,0.018127542,0.6174960136413574,0.46694326400756836,0.3992871940135956,0.41679883003234863
83,I agree. There are some things we can do to help. I am glad you are doing something that you think is important and that you are doing something that helps,"Yes, we should try to yourself heathy",1,0,0,0,0,0,0,5,0.26030486822128296,0.18731077015399933,0.46683722734451294,0.3378143012523651,0.3271925151348114,0.47790026664733887
84,I bet. Kids grow up so fast!,"Oh, it sure is, I feel the same way. They grow up so fast! ",0,1,0,1,0,0,2,0,0.5869910717010498,0.36835381388664246,0.4311608672142029,0.38642096519470215,0.30956071615219116,0.1869591623544693
85,"Yes, they are. They're still kids but they are adults now. ",One of them is! I have an 18 year old and a 12 year old.,0,0,0,1,0,0,8,8,0.019307222217321396,0.43924835324287415,0.4576093554496765,0.4110354781150818,0.4119050204753876,0.1752953827381134
86,That's awesome. I wish I had that kind of confidence.,I bet you were beautiful on that day. :) I hope that confidence has carried on since then!,1,1,1,0,0,0,1,2,-0.051634274,0.787502646,0.5471486449241638,0.498906672,0.31712043285369873,0.13831037282943726
87,I'm sure it will!,"It would be hard to replicate that day for sure, but I bet you have a lot to be confident about. You got this!",0,1,0,0,0,0,8,2,0.089148745,0.4772004187107086,0.45605581998825073,0.4716808795928955,0.23137976229190826,0.27560463547706604
88,That's a tough situation. I'm glad you guys are getting along.,I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. ,1,1,0,0,0,0,1,1,0.34818124771118164,0.4743633568286896,0.543749988,0.5081842541694641,0.3395405411720276,0.39438268542289734
89,That is good. I hope it works out for you.,Your so lucky. Insurance is my number one worry every month. ,1,1,0,1,0,0,2,8,0.3253828287124634,0.089397438,0.5718193650245667,0.4419044256210327,0.4021241366863251,0.4125824272632599
90,"Oh wow, did you have a good time?",Oh ya? What happened?? I'm intrigued,1,0,0,0,1,1,6,6,0.10894094407558441,0.19772258400917053,0.4698697328567505,0.39194467663764954,0.3406754434108734,0.36344659328460693
91,That's cool. It's always nice to meet new people.,Woah plot twist. She brought him along to meet you? ,1,0,0,0,0,0,1,6,-0.018681034,0.5233964323997498,0.534322202,0.25444385409355164,0.3781279921531677,0.4230639636516571
92,That sounds like fun!  Where are you going?,OH I love the beach!!  Which beach are you going to go to?,1,0,0,0,1,1,6,6,0.3442225754261017,0.9794644117355347,0.4424678385257721,0.20560303330421448,0.36159592866897583,0.2298567295074463
93,That sounds so fun!  I hope you have a great time!,"PCB is where we always go! If you want to drive a little bit, go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!",1,0,0,0,0,0,2,8,-0.023656517,0.6590312719345093,0.47857093811035156,0.086388469,0.20693740248680115,0.091247603
94,Oh wow! That's a good friend. I bet you were thrilled!,Why didn't you go?,1,0,0,0,0,1,1,6,0.051989414,0.015385512262582779,0.45277708768844604,0.5141109228134155,0.23685164749622345,0.5801148414611816
95,"Oh that's good. Well, maybe you can go next time.",Is she always a flake? Maybe time for a new friend?,1,0,0,0,0,1,5,5,0.14109203219413757,0.25271397829055786,0.525505006,0.5638766288757324,0.41148051619529724,0.40744706988334656
96,Did you get hurt?,Did he do anything to you and your mom?,0,0,0,0,1,1,6,6,-0.035297647,-0.032206252,0.5286821722984314,0.5675745606422424,0.585172176,0.4898051917552948
97,Oh my gosh! I would have been so scared!  Did you get in trouble with the manager?,I am glad that nothing happened.,0,0,0,0,1,0,6,8,-0.01646857,-0.153912902,0.4597398042678833,0.5806515216827393,0.31984931230545044,0.5673034191131592
98,I'm sorry. I didn't mean to say anything. I just know it was a bad thing that happened.,"No, you didn't tell me! What happened?",1,0,0,0,0,1,4,6,-0.017807409,0.23813270032405853,0.5429123640060425,0.5305525660514832,0.3800293207168579,0.5421923398971558
99,Wow! That is terrible.  What did you do?,"Oh no! Is she okay?! Don't beat yourself up too much, you couldn't have ever imagined that she had been in an accident.",1,0,0,0,1,0,6,6,-0.145586133,0.089676738,0.5819341540336609,0.5258830785751343,0.48652324080467224,0.5324072241783142
100,Oh no! I hope you're not too embarassed.,What happened?,1,0,0,0,0,1,3,6,0.14322489500045776,-0.03741429,0.5649862885475159,0.5492891073226929,0.4150932729244232,0.5849945545196533
101,Oh wow! That's gross!,I love Fireball.,0,0,0,0,0,0,1,1,-0.127617538,-0.106255859,0.5230560302734375,0.48361849784851074,0.4214722812175751,0.4721015691757202
102,I did not know that.  What happened?,"No, what happened?",0,0,0,0,1,1,6,6,0.26930952072143555,-0.030580617,0.6584656238555908,0.5720682144165039,0.6011161804199219,0.623450756
103,"Oh wow, that's so sad.",Thats horrible. Will they reschedule?,1,1,0,0,0,1,1,6,-0.228173465,0.082600005,0.511555016,0.6063688397407532,0.29912862181663513,0.5621216297149658
104,"Oh no, what did you do?","Who, tell me!",0,0,0,0,1,0,6,6,-0.070850685,0.19529426097869873,0.5316254496574402,0.5142296552658081,0.5858451128005981,0.44629600644111633
105,Oh my goodness! I'm sorry to hear that!,"Wow, what happened?",1,0,0,0,0,1,4,6,-0.167502373,-0.111602277,0.4897545278072357,0.563484251,0.2781214118003845,0.49992361664772034
106,"Wow, that is so nice. Did you get a special gift?",That is very nice gift. Did you bought anything for him for Father's day?,1,1,0,0,1,1,6,6,-0.03207618,0.096133694,0.5347688794136047,0.5320155024528503,0.35736411809921265,0.4768160581588745
107,That is very nice. I bet he is very happy.,That is great.,1,1,0,0,0,0,2,1,0.00098528,-0.062428907,0.5380120873451233,0.5223941206932068,0.4931177794933319,0.505058765
108,That's awesome!  What kind of chicks do you have?,Oh what job was the interview for?,1,0,0,0,1,1,6,6,0.3077701926231384,-0.049711414,0.4055195450782776,0.5418683886528015,0.43388304114341736,0.459232897
109,"I'm sure you did, good luck!",I think you got it man! Congratz!,1,1,0,0,0,0,7,7,0.16709579527378082,0.21521487832069397,0.5459666848182678,0.42329639196395874,0.298234224,0.327728271
110,"No, what happened?",oh my  are you really serious?,0,0,0,0,1,0,6,6,-0.030580617,0.094661884,0.5720682144165039,0.32031264901161194,0.623450756,0.30107903480529785
111,i can imagine!,I am very glad it has a happy ending. Sounds a bit scary,0,1,0,0,0,0,8,1,0.42927366495132446,-0.173387617,0.35481762886047363,0.5772613286972046,0.13250085711479187,0.4305267632007599
112,Oh no! That's so sad. Did you tell him?,"Oh no, what did you do?",1,0,0,0,1,1,6,6,-0.118653983,-0.070850685,0.4946514666080475,0.5316254496574402,0.36011698842048645,0.5858451128005981
113,That is so sad. Did you confront him?,Did you ever tell your friend?  ,1,0,0,0,1,1,6,6,-0.114618421,0.7007499933242798,0.5123921632766724,0.10053301602602005,0.41754472255706787,0.5661729574203491
114,That's terrible. I hope you had fun!,"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer",1,1,0,1,0,0,1,0,0.18060460686683655,0.020623408257961273,0.533080518,0.5458179712295532,0.30789774656295776,0.17040890455245972
115,"I know that feeling, I would be so stressed out!",I wish refrigerators would have a warranty that replaced food when they went bad. ,1,0,1,0,0,0,0,8,0.12789380550384521,-0.026029468,0.4022577106952667,0.7145257592201233,0.21820363402366638,0.548243523
116,Oh no! I'm sorry to hear that.  Maybe you should talk to her about it?,"Wao, you must fell weird about it! what you thinki to do about it?",1,1,0,0,0,1,5,6,-0.006872907,0.49237045645713806,0.5517538785934448,0.3859221935272217,0.2738642990589142,0.19702306389808655
117,Oh I'm so sorry to hear that!  That's awful.  Hopefully it wasn't,"SUper tough situation, i think you should let her know, and let her decides next",1,1,0,0,0,0,4,5,-0.36019364,0.3862419128417969,0.38941076397895813,0.3041074872016907,0.2588511109352112,0.3196459412574768
118,Oh my goodness! That must have been a really nice surprise. I bet she was excited to see you!,"Oh, I'm sure you were embarrassed! But, maybe you can laugh about it now?",1,1,0,0,0,0,1,5,0.1350998878479004,0.4765303432941437,0.4977380931377411,0.5003914833068848,0.2220354974269867,0.3324647843837738
119,"Oh, I see. Well, it's good you were able to laugh about it now.","Well, I'm sure mom had a laugh lol! I can imagine how you felt at the time though!",1,1,0,0,0,0,1,8,0.013331234455108643,0.2959698438644409,0.600791872,0.39717984199523926,0.5211937427520752,0.24966424703598022
120,I love the ocean. I hope you have a lot of fun!,"Ah, that sounds fantastic! Which ocean will you be enjoying?",1,1,0,0,0,1,2,6,0.18157270550727844,-0.006216615,0.51785332,0.5498141050338745,0.2400130182504654,0.3352694511413574
