Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
9.20,56.49,77.87,69.37,29.37,"PearsonRResult(statistic=0.10851454934022124, pvalue=3.0756242102653816e-15)","PearsonRResult(statistic=0.03960550204084476, pvalue=0.004085274494245578)","PearsonRResult(statistic=0.15194220474820666, pvalue=1.635917582888353e-28)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
18,that is terrible . did he get him back ?,that is not very nice .,0,0,0,0,1,0,6,1,0.2662227153778076,-0.1751653254032135,0.22544080018997192,0.31304624676704407,0.5322268009185791,0.6443033218383789
19,i am sorry to hear that .,yes . i do not have a facebook .,1,0,0,0,0,0,4,0,0.2370942234992981,-0.18149229884147644,0.21215258538722992,0.296931654214859,0.3472554683685303,0.442750483751297
20,oh no ! what happened ?,thats horrible .,0,1,0,0,1,0,6,1,0.0615125373005867,0.15028351545333862,0.14867159724235535,0.34677940607070923,0.41763928532600403,0.5057412385940552
21,i am sorry to hear that .,yes i do not like walmart .,1,0,0,0,0,0,4,0,0.2370942234992981,-0.12680518627166748,0.21215258538722992,0.29067444801330566,0.3472554683685303,0.42206019163131714
22,i am sorry to hear that .,thats horrible . did you tell on him ?,1,0,0,0,0,1,4,6,0.2370942234992981,0.20447170734405518,0.21215258538722992,0.1691904515028,0.3472554683685303,0.2806704044342041
23,i am sorry to hear that .,thats a tough situation .,1,1,0,0,0,0,4,1,0.2370942234992981,0.18370871245861053,0.21215258538722992,0.3642212748527527,0.3472554683685303,0.4024519920349121
24,that is great ! i am so happy for you,"i guess it makes you appreciate things you used to take for granted , lol . but it does not last forever and is worth it .",1,1,0,0,0,0,1,8,0.3687978684902191,0.3101518154144287,0.27393248677253723,0.13229048252105713,0.06837572902441025,0.3163442611694336
25,i think it is a good idea .,that is a full time job raising a human,0,0,0,0,0,0,5,8,0.1943267434835434,0.09597975015640259,0.197391539812088,0.40638911724090576,0.4496438205242157,0.5675594806671143
26,i am sorry to hear that .,"oh , i am sure you are lonely . maybe you can join some kind of club that lets you meet new friends ?",1,1,0,0,0,1,4,5,0.2370942234992981,0.42149481177330017,0.21215258538722992,0.1659873127937317,0.3472554683685303,0.12112270295619965
27,i think you will do great !,"that is a good idea ! this way you can also meet friends for yourself , but also maybe meet new friend 's for your children to hang out with while you do with their moms !",1,0,0,0,0,0,2,5,0.5747098922729492,0.8943862915039062,0.21223345398902893,0.17566341161727905,0.18248741328716278,0.09804000705480576
28,that is annoying . i would be mad too .,oh man . i am all about discipline ! i do not like spoiled bratty kids,0,0,1,0,0,0,1,0,0.17292065918445587,0.20843884348869324,0.15599659085273743,0.1078329086303711,0.2407284677028656,0.09801259636878967
29,i am sorry to hear that .,"yes , i have heard some parents do not ever say no to their kids . makes no sense",1,0,0,1,0,0,4,0,0.2370942234992981,0.28964313864707947,0.21215258538722992,0.18841014802455902,0.3472554683685303,0.37096619606018066
30,oh no ! what happened ?,ok,0,0,0,0,1,0,6,6,0.0615125373005867,-0.10115915536880493,0.14867159724235535,0.4585602581501007,0.41763928532600403,0.49214106798171997
31,that is very nice of her .,did things end amicably ? i hope everything is good now !,1,1,0,0,0,1,1,3,0.1689235419034958,0.45351579785346985,0.3361057639122009,0.16656911373138428,0.46384361386299133,0.1853511780500412
32,i am sure she will be fine,"i understand that , i hope things work out well for you both in the end !",1,1,0,0,0,0,3,0,0.17785514891147614,1.0158302783966064,0.35646963119506836,0.2053452730178833,0.22130221128463745,0.16581714153289795
33,"wow , that is awesome ! i bet you were so proud of them",that is a very blessed day . it is something you will never forget .,1,1,0,0,0,0,1,7,-0.12787935137748718,-0.015915341675281525,0.20553922653198242,0.18825608491897583,0.1092347800731659,0.2631351351737976
34,i am so happy for you !,"yes , i could not agree more . it is remarkable how your feeling suddenly change .",1,1,0,0,0,0,1,0,0.8228551149368286,0.27354103326797485,0.2267955243587494,0.257058322429657,0.10542548447847366,0.26174095273017883
35,i am so happy for you,i bet that must have been nerve wracking until it happened .,1,0,0,0,0,0,1,1,0.3542651832103729,-0.005786433815956116,0.33357173204421997,0.2565523684024811,0.16450747847557068,0.4121265113353729
36,i think it is a good idea .,oh i am sure . i would not like to be in a situation like that . good thing everything worked out for you .,0,1,0,0,0,0,5,8,0.1943267434835434,0.14123986661434174,0.197391539812088,0.15523086488246918,0.4496438205242157,0.11499717831611633
37,that is great . i am so happy for you,oh really ? what happened with your family and friend then ?,1,0,0,0,0,1,1,6,0.30613869428634644,0.44178828597068787,0.2689024806022644,0.15559625625610352,0.08835648000240326,0.3146857023239136
38,i am so sorry to hear that .,"oh wow , that is awful . stuff like that really teaches you to appreciate what you 've got and to not take it for granted .",1,1,0,0,0,0,4,1,0.39670705795288086,0.26546111702919006,0.2462070882320404,0.3300460875034332,0.26669126749038696,0.2696259319782257
39,i think it is a good thing to do .,"i agree , someimes we just know",1,1,0,0,0,0,8,0,0.2474006563425064,0.18367448449134827,0.22495117783546448,0.259123831987381,0.41207224130630493,0.4060296416282654
40,i think it is a good idea .,"exactly , i get that entirely !",0,0,0,1,0,0,5,0,0.1943267434835434,0.1267988085746765,0.197391539812088,0.16911263763904572,0.4496438205242157,0.45492199063301086
41,that is so sad . did you have fun ?,that is great ! how did they surprise you ?,1,1,0,0,1,1,6,6,0.6026434898376465,0.8295942544937134,0.2014940083026886,0.14874234795570374,0.31416627764701843,0.15681692957878113
42,that is great ! i hope you have a good time !,"that is so sweet of them , i hope you enjoyed it !",1,1,0,0,0,0,2,2,0.3094049096107483,0.27967965602874756,0.19620747864246368,0.2630355656147003,0.1016082763671875,0.2206433117389679
43,i am sorry to hear that .,"awww , that sucks man . hopefully they do not say mean things to you about being lonely .",1,1,0,0,0,0,4,1,0.2370942234992981,0.4558107554912567,0.21215258538722992,0.2131347954273224,0.3472554683685303,0.20730142295360565
44,i think you will do great !,well i used to be lonely a lot but i eventually found someone . i think you will too .,1,0,0,1,0,0,2,8,0.5747098922729492,0.34068283438682556,0.21223345398902893,0.14902053773403168,0.18248741328716278,0.16798947751522064
45,i do not think they are so proud of them,"yeah that is always odd to me , before they can talk they are already unique !",0,0,0,1,0,0,6,1,0.06177600100636482,0.27364033460617065,0.3372790515422821,0.3068629205226898,0.35418230295181274,0.5521219968795776
46,i have had a few years ago and i was not too scared of them .,"that is how it goes , sometimes you can just figure them out immediately",0,0,1,0,0,0,8,5,-0.05096547305583954,0.11759104579687119,0.3005443215370178,0.40449339151382446,0.4153374135494232,0.5933496952056885
47,oh no ! what happened ?,"i understand that one , they are my favorite place to eat",0,0,0,1,1,0,6,0,0.0615125373005867,0.057535864412784576,0.14867159724235535,0.2919307351112366,0.41763928532600403,0.2705143094062805
48,"oh wow , that is a good idea .",that has happened to me too many times to count,1,0,0,1,0,0,1,8,0.2420644313097,-0.20056238770484924,0.3225184381008148,0.45127201080322266,0.4269671142101288,0.3913935422897339
49,i am so sorry to hear that .,that must have been and intense and emotional moment for you .,1,1,0,0,0,0,4,1,0.39670705795288086,0.5068681240081787,0.2462070882320404,0.2938178777694702,0.26669126749038696,0.33982956409454346
50,that is great ! i hope you have a great time !,"uau , what a surreal moment.i always believe kids have a lot to teach us .",1,1,0,0,0,0,2,6,0.2816416025161743,0.3611951172351837,0.21545469760894775,0.17010383307933807,0.09461123496294022,0.2164035439491272
51,that is great ! i am so happy for you,i am sure it will ! i did not get along with my dad until i became an adult .,1,0,0,1,0,0,1,8,0.3687978684902191,0.22575689852237701,0.27393248677253723,0.21860851347446442,0.06837572902441025,0.18081781268119812
52,i am sure you will be fine,yes it did . i believe she just waited it out and tried to neutralize the conversation when we were together .,1,0,0,1,0,0,5,8,0.23793672025203705,0.6692792177200317,0.3596695065498352,0.14496323466300964,0.2353285551071167,0.2637595534324646
53,i am sure you will do great !,where you not secure in your self ?,1,0,0,0,0,1,2,6,0.6842848062515259,0.009224846959114075,0.23753732442855835,0.19950121641159058,0.1328331083059311,0.5909303426742554
54,i am sorry to hear that .,"you can track her down to say sorry , or would that be creepy ?",1,0,0,0,0,1,4,4,0.2370942234992981,0.2786080837249756,0.21215258538722992,0.19896505773067474,0.3472554683685303,0.567089319229126
55,i am so sorry to hear that .,"wow , so your going to take being a bad person to the grave . maybe you will see her in the next life ?",1,0,0,0,0,1,4,5,0.39670705795288086,0.3602275252342224,0.2462070882320404,0.07405561953783035,0.26669126749038696,0.2696359157562256
56,that is great ! i am so proud of you !,lucky you ! that is rare . maybe one day people will think of you like that ?,1,1,0,0,0,0,1,5,0.5014470815658569,0.5508532524108887,0.1953241378068924,0.13044755160808563,0.09223755449056625,0.10550691187381744
57,"i agree , but i am sure you will be fine",i have something totally different . my boss is clueless to the world and have no business being a leader .,1,0,0,1,0,0,0,0,0.6967849731445312,0.32512417435646057,0.2524412274360657,0.17271225154399872,0.3120754361152649,0.34989506006240845
58,i think it is a good way to be .,well i have been in the business all my life and have worked for some great people . so i pull from what i learned from them .,1,0,0,1,0,0,8,8,0.3030548691749573,0.7415626049041748,0.21897244453430176,0.1100713461637497,0.3928876221179962,0.31100332736968994
59,"wow , that is awesome ! i bet you are so proud of her",it is crazy how quickly kiddos grow ! even in a few weeks time ! do you see your friend and her baby often ?,1,0,0,0,0,1,2,6,-0.01475033164024353,1.0860260725021362,0.21476978063583374,0.14618928730487823,0.0963202565908432,0.07295484095811844
60,i am sure you will be able to get a little bit of her .,that is how life goes ! different schedules and demands -- i am sure she 's so thrilled when she * does * get to see you !,0,1,0,0,0,0,8,8,0.22200725972652435,1.005677342414856,0.31569406390190125,0.0753592699766159,0.28840193152427673,0.09244641661643982
61,that is great ! what did you do ?,"wow , that is an amazing accomplishment ! congratulations ! you got ta be feeling like you are on top of the world after that !",1,1,0,0,1,0,6,7,0.7621850967407227,0.959152340888977,0.1610184907913208,0.12610825896263123,0.2317160665988922,0.09627281129360199
62,i am sure you will be fine !,"my first thought was california but then there is venice [ italy ] and then either way , that is an amazing destination !",1,0,0,0,0,0,8,8,0.8177683353424072,-0.08196116983890533,0.2184021919965744,0.12802018225193024,0.11802667379379272,0.14505787193775177
63,that is great ! i am sure you will do great !,"oh , wow . not only to be able to do all the running but to view the scenery !",1,0,0,0,0,0,1,1,0.4886130690574646,0.3726857006549835,0.15327070653438568,0.1763002723455429,0.1172642856836319,0.2671259641647339
64,what happened ?,i am sorry to hear that ! how did you find out ?,0,1,0,0,1,1,6,4,-0.12948915362358093,0.6388727426528931,0.23545560240745544,0.12825794517993927,0.7172838449478149,0.13789032399654388
65,i am sorry to hear that .,"that is a real bummer , but as they say , there are plenty of fish in the sea !",1,1,0,0,0,0,4,8,0.2370942234992981,0.2563750445842743,0.21215258538722992,0.20299871265888214,0.3472554683685303,0.4189513623714447
66,"i agree , they are not too .",i feel the same way .,1,0,0,1,0,0,0,0,0.08710572123527527,0.27075260877609253,0.16713055968284607,0.22039015591144562,0.5408757328987122,0.28379589319229126
67,i think it is a good thing to do .,i practice boxing . i love to punch the sandbags.it is very therapeutic .,1,0,0,1,0,0,8,1,0.2474006563425064,0.08751243352890015,0.22495117783546448,0.18561987578868866,0.41207224130630493,0.24297942221164703
68,oh no ! i am so sorry to hear that .,oh no that is terrible ! how did your daughter take it ?,1,1,0,0,0,1,4,6,0.6366355419158936,0.8726859092712402,0.1924244463443756,0.1778811812400818,0.19579702615737915,0.23562315106391907
69,i am sorry to hear that .,oh poor thing . i hope she is doing better now . losing a pet is extremely hard !,1,1,0,0,0,0,4,3,0.2370942234992981,0.17038536071777344,0.21215258538722992,0.16240407526493073,0.3472554683685303,0.09630544483661652
70,"oh wow , that is awesome ! what kind of music is it ?","ooo they are gon na love it , just its expensive , i remember when it was only $ 20 to get in .",1,0,0,1,1,0,6,8,0.7950738668441772,0.21627236902713776,0.166015625,0.23865506052970886,0.2546114921569824,0.2400389015674591
71,i love the same thing as well as possible .,which one are you going to california or florida ?,0,0,1,0,0,1,0,6,0.44754758477211,0.11821317672729492,0.2488921880722046,0.3275201916694641,0.27706408500671387,0.4451180398464203
72,that is great ! what did he do ?,cool . somethings never change . what did you reflect upon ?,1,0,0,0,1,1,6,6,0.6898096799850464,-0.17710649967193604,0.1345173418521881,0.08933819830417633,0.29379501938819885,0.1579759418964386
73,"wow , that is a good thing to have .","yeah , i miss my dad . he died several years ago . what kind of car is he looking for ?",1,0,0,1,0,1,1,6,0.18094845116138458,-0.07298435270786285,0.4177393317222595,0.18875809013843536,0.4548557698726654,0.28093385696411133
74,that is great !,i am trying to get into it . we have our first baby on the way and need to reorganize everything . do you have tips ?,1,0,0,1,0,1,1,6,0.40939778089523315,0.7715606689453125,0.25283992290496826,0.1628170609474182,0.3702106475830078,0.10790777206420898
75,i bet you were very proud of her,my big thing is i am like o ' i may need that leave it out of the tote box . before i know it i have more stuff laying around then when i started .,1,0,0,1,0,0,1,5,0.5961068868637085,-0.0001287907361984253,0.3297848701477051,0.31715911626815796,0.23339924216270447,0.22478508949279785
76,that is annoying . what is your favorite ?,"well , sometimes people are busy and do not have the time to check emails",0,0,0,0,1,0,6,5,-0.020153820514678955,-0.0391978919506073,0.22142881155014038,0.43408676981925964,0.48781561851501465,0.4661466181278229
77,"i agree , they are so important .","text and emails are still the best option. , until a nw way is created .",1,0,0,0,0,0,0,8,0.26116740703582764,-0.20877161622047424,0.21849370002746582,0.5465646982192993,0.44077369570732117,0.6801210641860962
78,oh no ! what happened ?,is not that what sisters are for ? what were you guys upset about ?,0,0,0,0,1,1,6,6,0.0615125373005867,0.040591537952423096,0.14867159724235535,0.08662496507167816,0.41763928532600403,0.3887694776058197
79,i am sorry to hear that .,"maybe once you feel like you can bring it up again , you can try to approach the topic from another angle .",1,0,0,0,0,0,4,5,0.2370942234992981,0.05526798591017723,0.21215258538722992,0.26955941319465637,0.3472554683685303,0.5555822849273682
80,oh no ! i am sorry to hear that .,congratulations ! where did you travel from and where did you end up ?,1,1,0,0,0,1,4,6,0.5560805797576904,0.5321606397628784,0.15704530477523804,0.16907848417758942,0.2496156394481659,0.25825145840644836
81,that is great ! i bet you were very happy,"that must have been quite the culture shock , glad it all worked out though !",1,1,0,0,0,0,1,1,0.09952401369810104,0.23686785995960236,0.25491827726364136,0.20695927739143372,0.10750620067119598,0.40528932213783264
82,"i agree , they are so important","i know , that actually happens to me sometimes ! last year i did not get accepted into this fellowship and for a couple of weeks i was underestimating myself a lot .",1,0,0,1,0,0,0,0,0.2624412178993225,0.30047208070755005,0.28255176544189453,0.2073238492012024,0.34789392352104187,0.23933547735214233
83,i think it is a good way to be .,"yea for sure , i definitely learned that sometimes life just works in a funny way . when 's the last time you have been really disappointed ?",1,0,0,0,0,1,8,0,0.3030548691749573,0.49749723076820374,0.21897244453430176,0.1438758671283722,0.3928876221179962,0.07499830424785614
84,oh no ! what happened ?,i totally understand why he was mad . why did you tell her ?,0,0,0,0,1,1,6,0,0.0615125373005867,0.6907912492752075,0.14867159724235535,0.07741983979940414,0.41763928532600403,0.1504419893026352
85,i am sorry to hear that .,i guess he wanted to be available if she needed him .,1,0,0,0,0,0,4,8,0.2370942234992981,0.6789064407348633,0.21215258538722992,0.22592322528362274,0.3472554683685303,0.35971733927726746
86,oh no ! i hate when people do not like that either .,what is a back neighbor ? and that is crazy !,0,0,1,0,0,1,0,6,0.6390236616134644,0.26118209958076477,0.1094055324792862,0.09211532771587372,0.25858622789382935,0.497584730386734
87,i am sure she will be fine,oh my ! i am glad she apologized !,1,1,0,0,0,0,3,4,0.17785514891147614,0.3173619508743286,0.35646963119506836,0.22548840939998627,0.22130221128463745,0.17251653969287872
88,i am so glad you are able to help them out,i understand . i am think the same thing . what is your health issue ?,1,0,0,1,0,1,1,0,0.3186032474040985,0.3882941007614136,0.37146568298339844,0.13639125227928162,0.1703193336725235,0.15090914070606232
89,i am so glad you are able to help them out .,"yes , we should try to yourself heathy",1,0,0,0,0,0,1,5,0.4940352141857147,0.4689875543117523,0.2906512916088104,0.2631555497646332,0.24269506335258484,0.32590189576148987
90,i am so sorry to hear that .,"oh , it sure is , i feel the same way . they grow up so fast !",1,0,0,1,0,0,4,0,0.39670705795288086,0.8672451972961426,0.2462070882320404,0.1766931116580963,0.26669126749038696,0.13704651594161987
91,i am so glad you have had a good time for them,one of them is ! i have an 18 year old and a 12 year old .,1,0,0,1,0,0,1,8,0.45663371682167053,0.0881209447979927,0.3787582516670227,0.16135631501674652,0.16349069774150848,0.15575483441352844
92,that is great ! i love to hear that .,i bet you were beautiful on that day . : ) i hope that confidence has carried on since then !,1,1,0,0,0,0,1,2,0.676833987236023,0.9140070676803589,0.16778451204299927,0.08365799486637115,0.1812966763973236,0.08966636657714844
93,i think it will be fine .,"it would be hard to replicate that day for sure , but i bet you have a lot to be confident about . you got this !",1,1,0,0,0,0,3,2,-0.16875755786895752,0.7247058153152466,0.2891935706138611,0.13415716588497162,0.35439449548721313,0.14919130504131317
94,that is great ! i am sure you will be fine,i bet it is tough . a regular income is nice but the freedom you get from working for yourselfs is better .,1,1,0,0,0,0,1,1,0.3387218415737152,0.122120700776577,0.2550939917564392,0.10443815588951111,0.07174823433160782,0.1742485910654068
95,i am sure you will be fine,your so lucky . insurance is my number one worry every month .,1,1,0,1,0,0,5,8,0.23793672025203705,0.010367244482040405,0.3596695065498352,0.15598328411579132,0.2353285551071167,0.3064170181751251
96,"oh no , what happened ?",oh ya ? what happened ? ? i am intrigued,0,0,0,0,1,1,6,6,-0.19547107815742493,-0.21579232811927795,0.2531380355358124,0.18246090412139893,0.5668714046478271,0.21449264883995056
97,i am sure she will be fine,woah plot twist . she brought him along to meet you ?,1,0,0,0,0,1,3,6,0.17785514891147614,0.80915367603302,0.35646963119506836,0.05043991282582283,0.22130221128463745,0.1990024298429489
98,that is awesome ! what kind of car did you get ?,oh i love the beach ! ! which beach are you going to go to ?,1,0,0,0,1,1,6,6,0.4908634126186371,1.1065291166305542,0.1651054322719574,0.10938292741775513,0.1365356296300888,0.12850390374660492
99,"i love the beach , but i have been there before , i have n't been there before .","pcb is where we always go ! if you want to drive a little bit , go to hunts in pcb - it is off the beaten path but the best seafood and prices - just go early ( like 4oclock ) for dinner or you will not get in ! !",0,0,1,0,0,0,8,8,0.03846249729394913,0.8195666074752808,0.2512066960334778,0.061660587787628174,0.420217365026474,0.19822543859481812
100,what did you do ?,why did not you go ?,0,0,0,0,1,1,6,6,0.0404302217066288,0.0838896855711937,0.24497480690479279,0.21765375137329102,0.6496802568435669,0.6910272836685181
101,i think you will get a friend if you can not get it .,is she always a flake ? maybe time for a new friend ?,0,0,0,0,0,1,5,5,0.16525910794734955,0.06258580088615417,0.252712607383728,0.23414739966392517,0.3677184581756592,0.3778241276741028
102,oh no ! what happened ?,did he do anything to you and your mom ?,0,0,0,0,1,1,6,6,0.0615125373005867,-0.0028901025652885437,0.14867159724235535,0.32065385580062866,0.41763928532600403,0.5956547260284424
103,that is scary ! i hope you are able to help him out .,i am glad that nothing happened .,1,1,0,0,0,0,3,8,0.5412428379058838,0.045708514750003815,0.1699787974357605,0.25276419520378113,0.1531808078289032,0.3865606486797333
104,i am sorry to hear that .,"no , you did not tell me ! what happened ?",1,0,0,0,0,1,4,6,0.2370942234992981,0.47155314683914185,0.21215258538722992,0.10625515133142471,0.3472554683685303,0.6183269023895264
105,that is terrible . did you find out who did it ?,"oh no ! is she okay ? ! do not beat yourself up too much , you could not have ever imagined that she had been in an accident .",0,0,0,0,1,0,6,6,0.29292890429496765,0.8609553575515747,0.1947064995765686,0.0905507504940033,0.4729520082473755,0.4819604456424713
106,oh no ! what happened ?,what happened ?,0,0,0,0,1,1,6,6,0.0615125373005867,-0.12948915362358093,0.14867159724235535,0.23545560240745544,0.41763928532600403,0.7172838449478149
107,oh no ! i hope you guys have a good relationship with her,i love fireball .,1,0,0,0,0,0,2,1,-0.19495147466659546,-0.11648967862129211,0.21559175848960876,0.22492650151252747,0.09410063922405243,0.29712221026420593
108,what happened ?,"no , what happened ?",0,0,0,0,1,1,6,6,-0.12948915362358093,-0.16030028462409973,0.23545560240745544,0.31654638051986694,0.7172838449478149,0.7698386907577515
109,oh no ! what happened ?,thats horrible . will they reschedule ?,0,0,0,0,1,1,6,6,0.0615125373005867,0.20719625055789948,0.14867159724235535,0.2258140742778778,0.41763928532600403,0.22649352252483368
110,i do not think they are in the same way .,"who , tell me !",0,1,0,0,0,1,8,6,-0.2545699179172516,0.25564008951187134,0.21552014350891113,0.23006409406661987,0.49046286940574646,0.41258880496025085
111,oh no ! i am so sorry to hear that .,"wow , what happened ?",1,0,0,0,0,1,4,6,0.6366355419158936,-0.05422593653202057,0.1924244463443756,0.254499226808548,0.19579702615737915,0.5935320854187012
112,that is awesome ! what kind of cake did you have ?,that is very nice gift . did you bought anything for him for father 's day ?,1,1,0,0,1,1,6,6,0.6361970901489258,0.3582724332809448,0.1795111447572708,0.2309119999408722,0.10913272947072983,0.1927640289068222
113,i am glad you are able to help him out !,that is great .,1,1,0,0,0,0,1,1,0.6366926431655884,0.21078941226005554,0.2309507429599762,0.2982877790927887,0.18566453456878662,0.4971320331096649
114,that is great ! what kind of job is it ?,oh what job was the interview for ?,1,0,0,0,1,1,6,6,0.6891844272613525,-0.2776643931865692,0.16861023008823395,0.3047415018081665,0.17212727665901184,0.3264084458351135
115,that is great ! i am sure you will be fine !,i think you got it man ! congratz !,1,1,0,0,0,0,1,7,0.6035536527633667,0.23743955790996552,0.13492199778556824,0.2424231767654419,0.09384363889694214,0.1474214494228363
116,what happened ?,oh my are you really serious ?,0,0,0,0,1,1,6,6,-0.12948915362358093,0.335671067237854,0.23545560240745544,0.17343635857105255,0.7172838449478149,0.5023787021636963
117,i am so sorry to hear that .,i am very glad it has a happy ending . sounds a bit scary,1,1,0,0,0,0,4,1,0.39670705795288086,-0.2517755627632141,0.2462070882320404,0.30464643239974976,0.26669126749038696,0.13570834696292877
118,that is great ! i hope you guys have a good time together !,"oh no , what did you do ?",1,0,0,0,0,1,2,6,0.3145306706428528,0.048864416778087616,0.1707681119441986,0.26521962881088257,0.083528071641922,0.5297483205795288
119,i am sorry to hear that .,did you ever tell your friend ?,1,0,0,0,0,1,4,6,0.2370942234992981,0.21548493206501007,0.21215258538722992,0.273467093706131,0.3472554683685303,0.6864697933197021
120,that is annoying . i hope they can get it fixed soon .,"oh no , i hate when that happens . i can sympathize with you because thats happen to me twice ! its okay in the winter time and you can sort of keep your food fresh but not during the summer",1,1,0,1,0,0,3,0,0.1367321014404297,0.17164240777492523,0.21289730072021484,0.20467886328697205,0.28151023387908936,0.061141327023506165
121,i think it is just as bad as possible .,i wish refrigerators would have a warranty that replaced food when they went bad .,0,0,0,0,0,0,5,8,-0.22161296010017395,-0.15896648168563843,0.25249069929122925,0.2854171693325043,0.472196102142334,0.3603562116622925
122,oh no ! what happened ?,"wao , you must fell weird about it ! what you thinki to do about it ?",0,1,0,0,1,1,6,6,0.0615125373005867,0.6339699029922485,0.14867159724235535,0.1328757107257843,0.41763928532600403,0.1375318169593811
123,i am sorry to hear that .,"super tough situation , i think you should let her know , and let her decides next",1,1,0,0,0,0,4,5,0.2370942234992981,0.4546150863170624,0.21215258538722992,0.21797999739646912,0.3472554683685303,0.25498825311660767
